Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;D55Z;D55B;H51_M1_637Z;H51_M1_637B;A51_M2_638Z;A51_M2_638B;H55_M3_640Z;H55_M3_640B;A55_M4_641Z;A55_M4_641B;V51_M5_636Z;V51_M5_636B;T1Z;T1B;T2Z;T2B;T5Z;T5B;T6Z;T6B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B
19.08.2024;09:24;A 83;1;6;8;2;3;0;0;1;32;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:23;A 83;1;6;10;1;3;0;0;1;9;7;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A 83;1;7;11;0;0;0;0;1;44;10;16;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A 83;1;9;54;0;0;0;0;1;54;2;3;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 83;1;5;24;3;5;0;0;3;40;6;50;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A 83;1;3;6;0;0;0;0;1;76;9;31;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A 83;1;9;12;2;1;0;0;0;0;7;43;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A 83;1;10;56;0;0;0;0;0;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:16;A 83;1;13;25;1;1;0;0;1;86;5;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A 83;1;5;29;1;3;0;0;1;57;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A 83;1;5;19;1;1;0;0;1;99;11;22;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:13;A 83;1;4;24;0;0;2;17;2;5;6;83;1;3;0;0;0;0;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:12;A 83;1;7;8;3;2;0;0;1;34;2;26;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:11;A 83;1;5;52;5;36;2;5;1;2;7;45;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:10;A 83;1;9;9;1;1;0;99;0;99;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:09;A 83;1;7;31;2;2;3;23;2;46;7;52;1;43;0;0;0;0;0;0;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:08;A 83;1;9;48;1;0;0;0;1;10;1;47;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:07;A 83;1;9;10;4;2;0;0;0;100;8;9;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:06;A 83;1;4;5;1;23;0;55;1;5;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:05;A 83;1;11;27;0;0;1;70;0;0;7;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:04;A 83;1;4;4;1;12;0;0;1;68;5;21;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:03;A 83;1;9;16;3;37;3;3;1;2;4;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:02;A 83;1;6;47;1;1;0;6;0;0;11;59;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:01;A 83;1;10;15;1;1;1;38;0;0;7;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:00;A 83;1;11;22;1;2;0;0;0;0;8;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:59;A 83;1;11;63;1;57;1;1;3;31;4;6;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:58;A 83;1;2;23;0;0;0;0;0;0;15;18;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:57;A 83;1;11;31;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:56;A 83;1;2;3;0;0;1;19;1;1;9;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:55;A 83;1;5;5;1;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:54;A 83;1;9;50;1;1;1;31;2;3;3;6;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:53;A 83;1;9;28;0;0;1;48;1;5;7;49;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:52;A 83;1;5;12;2;4;0;0;1;67;6;15;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:51;A 83;1;3;4;1;1;0;0;0;0;3;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:50;A 83;1;10;35;1;34;0;0;0;0;8;52;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:49;A 83;1;3;3;3;5;0;0;0;0;10;12;3;6;0;0;0;0;0;0;0;0;0;0;1;2;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:48;A 83;1;7;9;1;4;0;0;0;51;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:47;A 83;1;2;2;2;2;0;0;1;2;10;55;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:46;A 83;1;11;17;2;1;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:45;A 83;1;6;7;1;1;1;1;0;0;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:44;A 83;1;6;9;0;0;0;0;0;2;7;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:43;A 83;1;3;3;0;0;0;0;1;62;2;13;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:42;A 83;1;10;14;2;3;0;0;1;1;8;45;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:41;A 83;1;9;12;0;0;0;0;1;4;11;58;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:40;A 83;1;8;28;1;1;1;31;1;90;9;38;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:39;A 83;1;7;27;0;0;1;2;4;35;3;60;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:38;A 83;1;2;3;0;0;0;0;0;0;7;79;1;2;0;0;0;0;0;0;1;2;1;2;1;2;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:37;A 83;1;14;25;4;4;0;0;0;0;5;16;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:36;A 83;1;11;17;0;0;0;77;1;4;9;44;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:35;A 83;1;5;6;2;36;2;21;2;29;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:34;A 83;1;11;17;1;1;0;0;1;59;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:33;A 83;1;7;35;0;0;0;0;3;59;5;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:32;A 83;1;11;41;3;8;1;3;2;18;5;20;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
