Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
19.08.2024;09:22;A127;1;5;17;6;21;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:21;A127;1;1;94;5;30;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:20;A127;1;1;70;4;32;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:19;A127;1;4;26;5;56;0;0;2;3;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:18;A127;1;6;27;3;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:17;A127;1;1;9;6;29;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:16;A127;1;4;30;4;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:15;A127;1;1;0;5;59;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:14;A127;1;5;35;6;22;0;0;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;09:13;A127;1;3;21;8;67;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:12;A127;1;3;25;5;33;1;1;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;09:11;A127;1;3;17;2;9;0;0;2;3;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:10;A127;1;5;20;3;30;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:09;A127;1;3;4;3;42;0;0;2;3;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:08;A127;1;3;17;3;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:07;A127;1;4;40;9;35;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:06;A127;1;3;14;8;50;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:05;A127;1;1;22;3;28;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:04;A127;1;2;18;5;43;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:03;A127;1;4;9;4;27;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:02;A127;1;4;34;3;61;1;1;0;0;1;2;0;0;;;;;;;;;;;;
19.08.2024;09:01;A127;1;3;21;2;13;1;1;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;09:00;A127;1;3;43;5;36;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:59;A127;1;4;45;7;25;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:58;A127;1;2;52;4;56;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:57;A127;1;3;46;11;49;0;0;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:56;A127;1;3;26;2;60;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:55;A127;1;4;33;5;12;0;0;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:54;A127;1;2;8;7;31;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:53;A127;1;4;16;4;83;0;1;0;0;0;1;0;0;;;;;;;;;;;;
19.08.2024;08:52;A127;1;1;81;5;60;2;1;0;0;2;2;0;0;;;;;;;;;;;;
19.08.2024;08:51;A127;1;2;61;9;35;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:50;A127;1;2;33;4;56;0;0;0;0;0;0;2;3;;;;;;;;;;;;
19.08.2024;08:49;A127;1;5;26;4;63;1;1;0;0;1;1;0;0;;;;;;;;;;;;
19.08.2024;08:48;A127;1;0;3;3;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:47;A127;1;1;33;4;36;0;0;2;3;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:46;A127;1;4;34;5;19;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:45;A127;1;3;14;2;21;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:44;A127;1;1;37;5;35;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:43;A127;1;3;38;11;47;0;0;1;1;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:42;A127;1;2;10;4;62;1;1;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:41;A127;1;1;30;10;24;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:40;A127;1;1;76;5;61;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:39;A127;1;1;11;5;19;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:38;A127;1;1;41;8;42;1;1;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:37;A127;1;3;34;5;38;0;0;0;0;1;1;0;0;;;;;;;;;;;;
19.08.2024;08:36;A127;1;4;31;5;18;0;0;1;1;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:35;A127;1;5;57;3;30;0;0;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:34;A127;1;3;16;3;21;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:33;A127;1;4;19;8;34;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:32;A127;1;5;40;7;18;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:31;A127;1;3;49;4;35;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:30;A127;1;2;52;3;68;0;0;2;3;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:29;A127;1;1;5;4;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:28;A127;1;2;19;4;54;1;1;0;0;1;1;0;0;;;;;;;;;;;;
19.08.2024;08:27;A127;1;5;33;8;48;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:26;A127;1;5;23;2;4;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:25;A127;1;7;23;3;38;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:24;A127;1;3;22;5;34;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:23;A127;1;5;33;6;49;1;1;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:22;A127;1;1;9;3;60;0;0;1;1;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:21;A127;1;2;77;6;31;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:20;A127;1;4;58;3;78;0;0;1;1;1;1;2;3;;;;;;;;;;;;
19.08.2024;08:19;A127;1;8;44;4;59;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:18;A127;1;1;4;3;69;0;0;0;0;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:17;A127;1;2;44;6;64;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:16;A127;1;7;39;3;10;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:15;A127;1;3;9;3;46;0;0;0;0;1;1;0;0;;;;;;;;;;;;
19.08.2024;08:14;A127;1;7;42;4;13;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:13;A127;1;2;10;4;42;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:12;A127;1;3;19;7;41;0;0;1;1;0;0;1;2;;;;;;;;;;;;
19.08.2024;08:11;A127;1;1;34;8;36;0;0;1;1;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:10;A127;1;4;84;6;45;0;0;1;2;0;0;1;2;;;;;;;;;;;;
19.08.2024;08:09;A127;1;4;26;5;37;0;0;1;1;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:08;A127;1;6;52;10;29;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:07;A127;1;1;8;4;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;
19.08.2024;08:06;A127;1;2;14;2;25;0;0;1;1;0;0;1;1;;;;;;;;;;;;
19.08.2024;08:05;A127;1;1;5;4;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
