Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;D3Z;D3B;D4Z;D4B;D5Z;D5B;D6Z;D6B;T1_bZ;T1_bB;T2_bZ;T2_bB;V21Z;V21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;V81Z;V81B;V82Z;V82B;V211Z;V211B;V212Z;V212B;V811Z;V811B;V812Z;V812B;V1111Z;V1111B;V1112Z;V1112B;T3_bZ;T3_bB;T4_bZ;T4_bB;Det_FWZ;Det_FWB;T1_sZ;T1_sB;T2_sZ;T2_sB;T3_sZ;T3_sB;T4_sZ;T4_sB;V1_i_OZ;V1_i_OB;V2_i_OZ;V2_i_OB;V3_i_OZ;V3_i_OB;V4_i_OZ;V4_i_OB;V5_i_OZ;V5_i_OB;V6_i_OZ;V6_i_OB;EG23Z;EG23B;EG24Z;EG24B
19.08.2024;09:23;A104;1;2;11;3;9;6;8;4;5;0;0;3;32;0;0;0;0;1;4;2;17;1;1;3;8;3;35;1;2;1;1;2;5;1;74;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A104;1;0;0;1;2;0;0;1;0;2;3;2;34;0;0;0;0;2;52;4;71;2;4;7;12;0;83;1;9;2;8;2;9;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A104;1;3;46;5;27;3;3;7;5;0;0;1;0;0;0;0;0;2;8;5;28;3;2;9;9;2;38;4;40;4;10;5;21;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A104;1;3;22;2;7;4;12;3;3;0;0;5;85;0;0;0;0;1;4;0;0;1;0;0;0;3;36;2;48;0;0;0;0;0;83;4;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A104;1;2;7;1;3;2;2;2;1;1;1;2;20;0;0;0;0;2;10;1;6;2;2;1;1;1;68;1;72;2;6;1;2;1;4;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A104;1;2;5;1;2;2;1;1;0;0;0;0;0;0;0;0;0;5;15;7;36;6;4;10;9;1;36;1;2;5;14;7;21;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A104;1;1;3;1;1;1;1;1;0;1;1;5;37;0;0;0;0;0;0;0;0;0;0;0;0;3;16;1;0;1;2;0;0;0;0;3;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:16;A104;1;1;3;1;5;1;1;2;1;1;1;6;24;0;0;0;0;4;12;2;27;4;4;5;10;2;57;1;26;2;10;3;5;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A104;1;4;15;1;33;4;6;1;2;1;2;0;0;0;0;0;0;3;8;3;11;3;2;3;3;5;20;1;2;3;8;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A104;1;1;2;3;33;3;4;3;2;1;1;1;16;0;0;0;0;0;4;0;2;1;1;1;0;0;1;0;1;2;11;2;10;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:13;A104;1;2;7;1;3;2;3;1;0;0;0;2;30;0;0;0;0;3;26;2;33;6;8;7;11;3;29;2;3;3;10;3;6;1;41;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:12;A104;1;3;33;2;4;3;3;2;1;0;0;0;0;0;0;0;0;8;35;4;13;8;11;6;4;3;38;2;4;6;26;4;11;1;7;3;29;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:11;A104;1;2;33;2;5;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;52;2;5;0;2;0;8;0;61;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:10;A104;1;1;5;2;55;3;4;2;2;0;0;1;46;0;0;0;0;2;17;5;25;5;5;5;10;3;33;1;80;3;11;2;10;1;36;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:09;A104;1;3;8;2;3;3;2;3;3;0;0;3;57;0;0;0;0;5;19;5;48;8;6;8;6;3;8;4;13;3;20;7;20;1;94;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:08;A104;1;1;3;3;12;2;2;3;3;4;5;2;5;0;0;0;0;0;0;1;11;0;0;1;2;2;7;2;5;1;4;4;9;1;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:07;A104;1;3;60;1;1;3;4;1;0;1;0;2;9;0;0;0;0;2;12;2;22;4;4;7;8;0;86;1;3;2;8;2;5;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:06;A104;1;1;1;3;6;1;0;3;2;1;1;1;2;0;0;0;0;4;16;3;9;5;5;3;2;3;50;1;33;6;20;3;7;1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:05;A104;1;0;0;3;11;1;1;2;1;2;2;4;11;0;0;0;0;4;17;3;17;4;4;5;5;2;11;2;31;4;14;3;16;1;39;2;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:04;A104;1;0;0;1;10;1;2;1;1;2;2;3;11;0;0;0;0;4;12;3;54;4;4;5;6;2;13;0;0;2;5;1;6;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:03;A104;1;3;9;3;10;3;3;4;4;1;1;0;0;0;0;0;0;3;11;3;10;4;3;3;2;3;45;1;41;3;10;3;9;1;22;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:02;A104;1;2;5;1;2;2;1;1;0;0;0;7;27;0;0;0;0;1;4;1;4;1;1;1;0;3;59;2;19;2;7;3;9;0;0;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:01;A104;1;1;6;2;10;2;3;2;2;0;0;1;18;0;0;0;0;3;7;3;12;4;2;7;5;1;24;1;40;3;5;1;3;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:00;A104;1;3;13;4;8;4;3;3;2;2;4;0;0;0;0;0;0;1;13;1;10;2;4;1;1;3;40;2;27;3;7;2;6;1;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:59;A104;1;2;8;0;0;3;3;0;0;1;1;4;90;0;0;0;0;1;3;2;10;0;0;2;3;2;11;0;0;0;0;1;2;1;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
