Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;H51_A74/M1S_493Z;H51_A74/M1S_493B;A51_M1S_494Z;A51_M1S_494B;H55_A30/M3S_504Z;H55_A30/M3S_504B;A55_M3S_505Z;A55_M3S_505B;H54_M3SL_1289Z;H54_M3SL_1289B;A54_M4SL_506Z;A54_M4SL_506B;Power_onZ;Power_onB;Fiber_reserveZ;Fiber_reserveB;LLB-TestZ;LLB-TestB;SyncZ;SyncB;foultZ;foultB
19.08.2024;09:24;A110;1;1;1;1;1;5;9;0;0;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
19.08.2024;09:23;A110;1;1;1;1;1;5;13;1;2;0;0;0;0;1;2;1;2;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:22;A110;1;1;0;4;7;2;23;0;0;1;2;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:21;A110;1;1;1;2;4;6;9;1;2;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:20;A110;1;2;2;2;3;7;7;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:19;A110;1;1;0;2;2;11;12;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:18;A110;1;1;1;4;34;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:17;A110;1;1;2;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:16;A110;1;2;2;0;0;7;10;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:15;A110;1;2;2;6;7;6;26;0;0;1;2;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:14;A110;1;0;0;0;15;8;13;1;2;0;0;1;2;0;0;0;0;1;2;;;;;0;0;0;0;0;0
19.08.2024;09:13;A110;1;0;0;4;35;2;2;0;0;1;2;1;2;1;2;1;2;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:12;A110;1;1;2;1;1;12;31;1;2;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:11;A110;1;2;2;4;61;2;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:10;A110;1;2;2;6;7;5;4;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:09;A110;1;1;0;3;3;6;14;0;0;0;0;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:08;A110;1;0;0;2;2;5;9;0;0;0;0;0;0;1;2;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:07;A110;1;1;1;3;5;10;46;0;0;1;2;1;2;0;0;0;0;0;0;;;;;0;0;0;0;0;0
19.08.2024;09:06;A110;1;0;0;3;4;7;8;1;2;0;0;0;0;0;0;0;0;1;2;;;;;0;0;0;0;0;0
