Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
19.08.2024;09:24;A 19;1;3;52;6;52;1;41;1;1;1;1;0;0;2;5
19.08.2024;09:23;A 19;1;4;46;1;44;1;32;0;0;1;1;0;0;0;0
19.08.2024;09:22;A 19;1;4;33;1;75;2;24;0;0;0;0;1;4;1;1
19.08.2024;09:21;A 19;1;3;23;2;44;0;41;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 19;1;1;6;1;22;1;9;1;1;0;0;0;0;0;0
19.08.2024;09:19;A 19;1;2;98;1;92;0;0;0;0;0;0;0;0;2;4
19.08.2024;09:18;A 19;1;1;63;1;53;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A 19;1;1;19;1;12;2;2;0;0;0;0;0;0;0;0
19.08.2024;09:16;A 19;1;2;57;4;91;0;0;0;0;1;2;0;0;1;2
19.08.2024;09:15;A 19;1;3;8;1;19;1;42;0;0;0;0;0;0;1;2
19.08.2024;09:14;A 19;1;0;0;2;2;1;66;1;2;0;0;0;0;0;0
19.08.2024;09:13;A 19;1;1;63;2;6;0;0;0;0;0;0;1;2;0;0
19.08.2024;09:12;A 19;1;2;55;0;42;0;42;0;0;0;0;0;0;0;0
19.08.2024;09:11;A 19;1;2;62;4;54;2;30;0;0;0;0;0;0;0;0
19.08.2024;09:10;A 19;1;2;90;3;81;1;30;0;0;0;0;0;0;4;18
19.08.2024;09:09;A 19;1;1;42;3;47;1;1;0;0;0;0;0;0;0;0
19.08.2024;09:08;A 19;1;1;29;1;43;0;0;0;0;0;0;0;0;1;2
19.08.2024;09:07;A 19;1;1;63;0;0;1;95;0;0;0;0;0;0;0;0
19.08.2024;09:06;A 19;1;2;42;0;40;2;62;0;0;0;0;0;0;0;0
19.08.2024;09:05;A 19;1;4;30;1;2;2;9;0;0;0;0;0;0;0;0
19.08.2024;09:04;A 19;1;1;100;0;0;1;93;1;1;1;1;1;1;0;0
19.08.2024;09:03;A 19;1;1;56;0;0;2;46;0;0;0;0;0;0;0;0
19.08.2024;09:02;A 19;1;1;5;3;4;1;19;1;1;0;0;0;0;0;0
19.08.2024;09:01;A 19;1;1;87;1;2;1;57;0;0;1;13;0;0;0;0
19.08.2024;09:00;A 19;1;2;40;3;28;1;47;0;0;0;0;1;2;0;0
19.08.2024;08:59;A 19;1;3;2;1;3;1;74;0;0;0;0;0;0;0;0
19.08.2024;08:58;A 19;1;3;44;2;73;0;0;0;0;0;0;0;0;1;1
19.08.2024;08:57;A 19;1;1;47;2;6;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:56;A 19;1;1;47;1;3;0;0;2;3;0;0;0;0;0;0
19.08.2024;08:55;A 19;1;0;0;1;3;0;0;0;0;2;3;1;1;1;1
19.08.2024;08:54;A 19;1;2;52;2;45;2;57;0;0;0;0;0;0;4;7
19.08.2024;08:53;A 19;1;1;2;1;30;1;5;0;0;0;0;0;0;1;0
19.08.2024;08:52;A 19;1;4;5;2;35;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:51;A 19;1;2;62;2;43;1;1;0;0;0;0;0;0;0;0
19.08.2024;08:50;A 19;1;4;68;2;39;0;0;1;1;0;0;0;0;0;0
19.08.2024;08:49;A 19;1;0;99;1;93;2;47;0;0;0;0;0;0;0;0
19.08.2024;08:48;A 19;1;4;69;3;22;2;45;0;0;0;0;0;0;0;0
