Datum;Uhrzeit;Bezeichnung;Intervall;HAMP01Z;HAMP01B;ABMP02Z;ABMP02B;HAMP03Z;HAMP03B;ABMP04Z;ABMP04B;T1Z;T1B;T2Z;T2B
19.08.2024;09:24;A 79;1;1;2;1;2;0;0;0;0;0;0;0;0
19.08.2024;09:23;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:16;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A 79;1;0;0;0;0;0;0;1;5;0;0;0;0
19.08.2024;09:13;A 79;1;0;0;0;0;1;2;0;0;0;0;0;0
19.08.2024;09:12;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:11;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:10;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:09;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:08;A 79;1;1;2;1;2;0;0;0;0;0;0;0;0
19.08.2024;09:07;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:06;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:05;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:04;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:03;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:02;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:01;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:00;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:59;A 79;1;0;0;0;0;0;0;1;2;0;0;0;0
19.08.2024;08:58;A 79;1;0;0;0;0;1;2;0;0;0;0;0;0
19.08.2024;08:57;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:56;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:55;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:54;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:53;A 79;1;1;2;1;2;0;0;0;0;0;0;0;0
19.08.2024;08:52;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:51;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:50;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:49;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:48;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:47;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:46;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:45;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:44;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:43;A 79;1;0;0;0;0;0;0;1;2;0;0;0;0
19.08.2024;08:42;A 79;1;0;0;0;0;1;2;0;0;0;0;0;0
19.08.2024;08:41;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:40;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:39;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:38;A 79;1;1;2;1;2;0;0;0;0;0;0;0;0
19.08.2024;08:37;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:36;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:35;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:34;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:33;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:32;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:31;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:30;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:29;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:28;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;08:27;A 79;1;0;0;0;0;1;2;1;2;0;0;0;0
19.08.2024;08:26;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
