Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51_1vZ;D51_1vB;D51_2hZ;D51_2hB;V52Z;V52B;V81Z;V81B;V82Z;V82B;TBS35Z;TBS35B;TBS37Z;TBS37B;TF38Z;TF38B;TBS38Z;TBS38B;TS51Z;TS51B;TS55Z;TS55B;VK1_IOZ;VK1_IOB;VK2_IOZ;VK2_IOB;VK3_IOZ;VK3_IOB;MP3_A50Z;MP3_A50B;MP1Z;MP1B;MP2Z;MP2B;MP3_A54Z;MP3_A54B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B
19.08.2024;09:23;A 53;1;3;19;1;5;2;2;1;0;2;9;0;0;3;64;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:22;A 53;1;4;32;2;7;0;39;0;37;1;1;1;4;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:21;A 53;1;1;5;2;0;1;91;1;92;1;6;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:20;A 53;1;2;2;2;3;1;11;1;7;1;8;3;11;4;45;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:19;A 53;1;5;52;1;4;1;68;2;65;1;4;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:18;A 53;1;3;11;0;0;1;76;1;75;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:17;A 53;1;3;10;0;0;1;73;1;74;1;7;2;6;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:16;A 53;1;2;7;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:15;A 53;1;2;7;0;0;1;8;1;2;1;5;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:14;A 53;1;3;11;1;3;0;0;0;0;1;0;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:13;A 53;1;4;14;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:12;A 53;1;4;15;1;5;0;85;0;84;0;0;0;0;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:11;A 53;1;1;3;0;0;1;1;1;3;1;8;0;2;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:10;A 53;1;4;18;0;0;0;25;0;0;0;0;1;1;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:09;A 53;1;3;13;0;0;1;55;1;4;1;6;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:08;A 53;1;0;2;0;0;1;60;1;60;1;5;1;7;1;42;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:07;A 53;1;2;7;0;0;2;93;3;5;0;97;1;2;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:06;A 53;1;4;19;1;5;3;83;3;23;2;66;1;3;4;46;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:05;A 53;1;2;7;1;3;1;47;1;48;2;22;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:04;A 53;1;5;21;0;0;1;1;1;1;0;0;1;4;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:03;A 53;1;2;11;1;2;1;1;1;1;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:02;A 53;1;5;15;1;4;1;1;1;1;0;0;1;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:01;A 53;1;1;4;0;0;1;1;1;1;0;0;3;14;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;09:00;A 53;1;1;4;0;0;1;76;1;75;0;76;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;08:59;A 53;1;2;10;1;3;1;78;1;29;2;25;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;08:58;A 53;1;4;12;0;0;2;43;2;6;1;9;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;08:57;A 53;1;3;15;1;4;1;0;1;0;2;2;1;7;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;08:56;A 53;1;2;61;0;0;0;0;0;0;0;0;1;8;3;64;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
19.08.2024;08:55;A 53;1;1;3;0;0;2;1;2;0;1;3;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;;;;;;;;;;;;;;
