Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;D25Z;D25B;D26Z;D26B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;D35Z;D35B;D36Z;D36B;D37Z;D37B;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;D45Z;D45B;D46Z;D46B;D47Z;D47B;D48Z;D48B;TF32Z;TF32B;TF32aZ;TF32aB;TF33Z;TF33B;TF35Z;TF35B;TF35aZ;TF35aB;TF38Z;TF38B;TF38aZ;TF38aB;TF39Z;TF39B;V10Z;V10B;V20Z;V20B;V30Z;V30B;V40Z;V40B;V1_gestoertZ;V1_gestoertB;V2_gestoertZ;V2_gestoertB;V3_gestoertZ;V3_gestoertB;V4_gestoertZ;V4_gestoertB
19.08.2024;09:23;A 88;1;5;6;4;71;6;15;2;47;1;1;1;2;2;3;0;0;2;62;3;11;1;0;6;73;5;10;2;1;2;2;5;83;5;74;3;6;4;5;4;93;1;99;5;17;5;8;2;0;3;89;6;28;6;36;4;78;2;29;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A 88;1;2;4;6;54;4;8;0;4;1;1;1;2;1;4;0;0;6;87;3;90;0;0;1;86;4;7;4;1;5;9;5;54;3;31;4;5;1;1;6;67;3;69;7;8;7;18;4;4;3;77;5;8;1;43;0;100;5;9;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A 88;1;6;35;2;66;4;12;1;15;1;0;1;2;2;2;1;1;8;79;9;39;2;0;12;73;8;71;6;5;5;10;4;31;2;71;5;7;4;5;6;56;3;30;4;9;7;12;1;0;3;85;3;5;3;81;6;87;3;20;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 88;1;1;5;3;68;1;16;1;56;0;0;0;0;1;1;0;0;4;88;3;35;0;0;2;90;2;94;1;7;4;16;0;99;1;46;1;1;2;1;1;97;0;100;2;2;3;6;0;0;4;86;4;9;1;15;1;7;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A 88;1;2;4;5;14;3;4;1;23;2;2;2;4;4;4;2;7;0;100;4;38;0;21;0;100;3;24;3;3;2;3;5;89;2;33;4;6;2;1;5;88;1;89;7;11;2;3;0;0;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A 88;1;2;2;2;1;0;0;0;0;0;0;0;0;1;1;1;24;4;79;2;4;2;28;3;83;2;1;7;4;4;7;5;64;5;73;7;11;6;6;7;52;3;23;4;4;7;14;1;1;2;58;2;41;1;69;2;66;1;15;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A 88;1;3;3;5;5;3;4;2;39;1;1;1;2;0;0;0;0;1;45;3;4;0;0;1;72;3;4;2;1;5;12;4;7;3;26;4;6;3;3;5;89;1;99;7;45;2;2;0;0;1;78;2;16;3;28;1;20;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:16;A 88;1;4;5;5;13;4;5;1;95;1;1;1;2;1;2;2;8;6;85;4;17;0;0;1;71;1;2;5;5;3;6;4;12;5;5;3;4;4;5;3;47;3;13;5;5;7;11;1;0;4;81;2;29;1;47;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A 88;1;1;2;3;56;3;3;0;0;1;0;1;2;4;5;0;0;4;52;3;50;0;0;7;79;6;28;3;2;1;1;4;32;0;0;5;5;1;1;5;73;1;19;1;2;6;10;1;30;7;31;6;36;61;57;2;32;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A 88;1;1;1;7;10;2;2;3;48;1;1;1;2;1;1;0;0;1;85;4;81;0;0;5;53;3;3;1;0;2;2;8;79;7;41;7;33;7;13;2;90;1;70;5;7;2;2;1;7;1;51;2;3;40;48;1;1;2;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
