Datum;Uhrzeit;Bezeichnung;Intervall;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;V45_AnfZ;V45_AnfB;V46_AnfZ;V46_AnfB;DK51Z;DK51B;D81Z;D81B;D82Z;D82B;D83Z;D83B;D84Z;D84B;V85_AnfZ;V85_AnfB;V86_AnfZ;V86_AnfB;Z1Z;Z1B;TF33_AnfZ;TF33_AnfB;TBS33_AnfZ;TBS33_AnfB;TF34_AnfZ;TF34_AnfB;TBS34_AnfZ;TBS34_AnfB;TF35_AnfZ;TF35_AnfB;TBS35_AnfZ;TBS35_AnfB;TF38_AnfZ;TF38_AnfB;TBS38_AnfZ;TBS38_AnfB;TF33a_AnfZ;TF33a_AnfB;TBS33a_AnfZ;TBS33a_AnfB;TF34a_AnfZ;TF34a_AnfB;TBS34a_AnfZ;TBS34a_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38a_AnfZ;TBS38a_AnfB
19.08.2024;09:23;A 34;1;0;0;0;0;4;67;4;63;8;17;11;9;0;0;2;1;0;0;0;0;1;60;2;27;2;5;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:22;A 34;1;0;0;0;0;2;13;2;11;2;2;2;2;0;0;6;5;0;0;0;0;3;60;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:21;A 34;1;0;0;0;0;2;66;3;51;5;16;3;3;0;0;2;11;0;0;0;0;2;27;2;16;7;15;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:20;A 34;1;0;0;0;0;7;37;6;29;8;8;6;5;0;0;5;9;0;0;0;0;3;86;2;42;7;17;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:19;A 34;1;0;0;0;0;1;19;1;7;1;2;1;1;0;0;2;5;0;0;0;0;1;45;1;52;4;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:18;A 34;1;0;0;0;0;0;93;4;36;5;64;7;7;0;0;6;10;0;0;0;0;2;31;3;20;10;8;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
19.08.2024;09:17;A 34;1;0;0;0;0;1;95;5;64;10;45;11;11;0;0;2;2;0;0;0;0;0;100;1;33;5;15;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
19.08.2024;09:16;A 34;1;0;0;0;0;1;99;5;43;8;79;4;4;0;0;9;15;0;0;0;0;1;71;4;44;8;17;5;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;;
19.08.2024;09:15;A 34;1;0;0;0;0;2;5;1;18;2;1;8;8;0;0;2;6;0;0;0;0;3;30;1;10;7;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;;
19.08.2024;09:14;A 34;1;0;0;0;0;0;23;1;22;1;1;3;2;0;0;5;9;0;0;0;0;2;84;3;27;10;33;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
