Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
19.08.2024;09:24;A 70;1;0;0;2;56;2;30;7;42;5;33;0;0;5;31;0;100;2;1;0;0;0;0;;;;;;;;;;
19.08.2024;09:23;A 70;1;0;0;1;16;1;98;13;27;2;3;0;0;1;43;0;100;0;1;0;0;0;0;;;;;;;;;;
19.08.2024;09:22;A 70;1;2;3;5;10;5;8;6;21;2;1;0;0;2;26;0;100;1;8;0;0;1;2;;;;;;;;;;
19.08.2024;09:21;A 70;1;1;14;2;16;2;22;6;35;5;4;0;0;2;11;0;100;2;3;1;2;0;0;;;;;;;;;;
19.08.2024;09:20;A 70;1;1;57;1;41;1;33;10;21;1;1;0;0;1;42;0;100;0;5;0;0;0;0;;;;;;;;;;
19.08.2024;09:19;A 70;1;2;18;0;0;1;3;10;51;4;3;0;0;2;62;0;100;3;40;0;0;0;0;;;;;;;;;;
19.08.2024;09:18;A 70;1;2;51;1;9;3;15;10;52;0;0;0;0;1;7;0;100;1;10;0;0;0;0;;;;;;;;;;
19.08.2024;09:17;A 70;1;1;66;1;51;0;100;7;7;3;2;0;0;1;5;0;100;4;6;0;0;0;0;;;;;;;;;;
19.08.2024;09:16;A 70;1;0;0;0;56;5;74;8;11;4;4;0;0;1;58;0;100;2;2;0;0;0;0;;;;;;;;;;
19.08.2024;09:15;A 70;1;0;0;1;93;2;60;16;49;4;28;0;0;0;100;0;100;0;20;0;0;0;0;;;;;;;;;;
19.08.2024;09:14;A 70;1;2;4;3;51;2;52;11;34;0;0;0;0;7;28;0;100;3;73;0;0;0;0;;;;;;;;;;
19.08.2024;09:13;A 70;1;0;58;4;48;2;37;7;8;2;1;0;0;2;60;0;100;0;0;1;2;1;2;;;;;;;;;;
19.08.2024;09:12;A 70;1;1;15;2;4;1;9;11;33;4;3;0;0;4;46;0;100;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:11;A 70;1;0;0;1;5;1;20;6;7;0;0;0;0;1;89;0;100;1;1;0;0;0;0;;;;;;;;;;
19.08.2024;09:10;A 70;1;1;2;2;63;0;0;1;1;2;1;0;0;2;46;0;100;2;2;0;0;0;0;;;;;;;;;;
19.08.2024;09:09;A 70;1;0;24;3;27;2;1;8;9;2;3;0;0;2;31;0;100;1;1;0;0;0;0;;;;;;;;;;
19.08.2024;09:08;A 70;1;1;14;5;51;3;52;5;8;5;4;0;0;1;17;0;100;2;11;0;0;0;0;;;;;;;;;;
19.08.2024;09:07;A 70;1;1;61;0;59;3;64;4;53;0;0;0;0;6;12;0;100;0;0;0;0;0;0;;;;;;;;;;
