Datum;Uhrzeit;Bezeichnung;Intervall;V51_A9/M2_510Z;V51_A9/M2_510B;H51_A135/1_492Z;H51_A135/1_492B;A51_M1_493Z;A51_M1_493B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_1290/12XZ;A55_M2_1290/12XB;MP3_SL_A110Z;MP3_SL_A110B;Anf_32Z;Anf_32B
19.08.2024;09:23;A 74;1;1;5;1;14;2;40;0;0;1;60;2;3;0;0
19.08.2024;09:22;A 74;1;0;0;0;3;2;8;0;0;5;48;1;1;1;1
19.08.2024;09:21;A 74;1;0;0;4;33;1;7;0;0;1;2;0;0;0;0
19.08.2024;09:20;A 74;1;1;4;2;15;5;54;0;0;4;36;0;0;0;0
19.08.2024;09:19;A 74;1;0;0;2;19;1;8;0;0;2;39;2;3;1;1
19.08.2024;09:18;A 74;1;0;0;4;13;1;36;0;0;2;16;1;1;1;2
19.08.2024;09:17;A 74;1;1;0;1;11;2;63;0;0;4;56;2;3;1;4
19.08.2024;09:16;A 74;1;0;0;1;13;1;51;0;0;2;31;2;3;0;0
19.08.2024;09:15;A 74;1;0;0;3;27;1;4;0;0;1;29;0;0;0;0
19.08.2024;09:14;A 74;1;0;0;2;22;2;5;0;0;1;7;0;0;1;1
19.08.2024;09:13;A 74;1;0;0;2;36;1;4;0;0;2;26;0;0;0;0
19.08.2024;09:12;A 74;1;1;6;2;17;2;9;0;0;2;50;0;0;0;0
19.08.2024;09:11;A 74;1;1;4;3;70;0;0;0;0;3;28;0;0;0;0
19.08.2024;09:10;A 74;1;3;9;4;50;1;17;0;0;5;50;1;1;0;0
19.08.2024;09:09;A 74;1;0;0;2;15;3;21;0;0;5;57;1;1;0;0
19.08.2024;09:08;A 74;1;0;0;2;10;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:07;A 74;1;0;0;1;44;2;12;0;0;1;23;0;0;0;0
19.08.2024;09:06;A 74;1;1;3;2;27;1;6;0;0;3;68;1;1;1;1
19.08.2024;09:05;A 74;1;1;7;2;16;3;29;0;0;6;49;2;3;1;1
19.08.2024;09:04;A 74;1;1;1;2;52;3;38;0;0;2;33;1;1;0;0
19.08.2024;09:03;A 74;1;1;8;2;19;2;44;0;0;4;34;1;1;0;0
19.08.2024;09:02;A 74;1;3;16;3;9;1;59;0;0;2;30;0;0;0;0
19.08.2024;09:01;A 74;1;0;0;2;19;2;70;0;0;2;26;1;1;0;0
19.08.2024;09:00;A 74;1;2;12;1;10;1;4;0;0;6;57;1;1;0;0
19.08.2024;08:59;A 74;1;1;1;3;49;2;77;0;0;3;67;2;3;1;1
19.08.2024;08:58;A 74;1;2;8;1;9;1;9;0;0;4;43;1;1;0;0
19.08.2024;08:57;A 74;1;0;0;2;43;1;53;0;0;3;79;0;0;0;0
19.08.2024;08:56;A 74;1;1;1;2;44;4;26;0;0;4;43;1;1;1;1
19.08.2024;08:55;A 74;1;3;4;2;29;1;3;0;0;5;25;0;0;0;0
19.08.2024;08:54;A 74;1;0;0;1;71;0;96;0;0;3;27;0;0;0;0
19.08.2024;08:53;A 74;1;1;2;2;66;3;98;0;0;4;34;1;1;0;0
19.08.2024;08:52;A 74;1;2;10;2;33;1;8;0;0;5;30;0;0;0;0
19.08.2024;08:51;A 74;1;0;0;3;26;1;53;0;0;4;35;1;1;0;0
19.08.2024;08:50;A 74;1;1;9;1;17;3;32;0;0;2;17;0;0;0;0
19.08.2024;08:49;A 74;1;4;12;2;6;1;52;0;0;2;40;2;4;1;1
19.08.2024;08:48;A 74;1;0;0;5;40;4;16;0;0;3;24;0;0;1;1
19.08.2024;08:47;A 74;1;1;4;2;35;2;11;0;0;3;65;1;1;1;1
