Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF38Z;TF38B;TBS38Z;TBS38B;TBS41Z;TBS41B;VK1_IOZ;VK1_IOB;VK2_IOZ;VK2_IOB;VK3_IOZ;VK3_IOB;MP11Z;MP11B;MP12Z;MP12B;MP13Z;MP13B;MP51Z;MP51B;MP52Z;MP52B;MP53Z;MP53B;MP54Z;MP54B;MP55Z;MP55B
19.08.2024;09:23;A 68;1;4;80;1;80;2;66;0;63;0;0;0;0;1;1;1;11;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:22;A 68;1;1;33;1;83;6;86;4;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:21;A 68;1;4;31;1;6;1;74;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:20;A 68;1;0;22;3;19;1;25;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:19;A 68;1;3;61;3;23;1;33;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:18;A 68;1;2;51;1;2;2;44;1;46;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:17;A 68;1;4;80;5;22;4;9;2;8;0;0;0;0;1;1;2;17;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:16;A 68;1;3;61;3;74;0;0;2;4;0;0;0;0;1;1;1;18;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:15;A 68;1;1;61;1;63;3;51;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
19.08.2024;09:14;A 68;1;4;39;2;13;1;25;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
