Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
19.08.2024;09:23;A108;1;1;5;6;34;0;0;0;0;0;0;0;0
19.08.2024;09:22;A108;1;3;64;3;26;0;0;0;0;0;0;0;0
19.08.2024;09:21;A108;1;0;100;1;7;0;0;0;0;0;0;0;0
19.08.2024;09:20;A108;1;2;84;5;31;0;0;0;0;0;0;0;0
19.08.2024;09:19;A108;1;1;13;2;32;0;0;0;0;0;0;0;0
19.08.2024;09:18;A108;1;0;6;5;32;0;0;0;0;0;0;0;0
19.08.2024;09:17;A108;1;7;26;4;43;0;0;0;0;0;0;0;0
19.08.2024;09:16;A108;1;1;24;4;41;1;1;1;1;0;0;0;0
19.08.2024;09:15;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A108;1;1;11;3;24;0;0;0;0;0;0;0;0
19.08.2024;09:13;A108;1;1;10;3;27;0;0;0;0;0;0;0;0
19.08.2024;09:12;A108;1;1;13;3;23;0;0;0;0;0;0;0;0
19.08.2024;09:11;A108;1;3;29;3;20;0;0;0;0;0;0;0;0
19.08.2024;09:10;A108;1;5;34;4;52;0;0;0;0;0;0;0;0
19.08.2024;09:09;A108;1;1;9;2;17;0;0;0;0;0;0;0;0
19.08.2024;09:08;A108;1;2;14;1;18;0;0;0;0;0;0;0;0
19.08.2024;09:07;A108;1;3;51;3;42;1;1;0;0;0;0;0;0
19.08.2024;09:06;A108;1;3;13;2;27;0;0;0;0;0;0;0;0
19.08.2024;09:05;A108;1;3;37;2;13;0;0;0;0;0;0;0;0
19.08.2024;09:04;A108;1;2;23;2;24;0;0;0;0;0;0;0;0
19.08.2024;09:03;A108;1;1;6;7;39;0;0;0;0;0;0;0;0
19.08.2024;09:02;A108;1;3;17;5;42;0;0;0;0;0;0;0;0
19.08.2024;09:01;A108;1;1;7;2;10;0;0;0;0;0;0;0;0
19.08.2024;09:00;A108;1;2;17;2;43;0;0;0;0;0;0;0;0
19.08.2024;08:59;A108;1;1;9;1;35;0;0;0;0;0;0;0;0
19.08.2024;08:58;A108;1;6;47;3;39;1;1;0;0;0;0;0;0
19.08.2024;08:57;A108;1;8;35;4;38;0;0;0;0;0;0;0;0
19.08.2024;08:56;A108;1;4;30;2;14;0;0;0;0;0;0;0;0
19.08.2024;08:55;A108;1;1;10;3;21;0;0;0;0;0;0;0;0
19.08.2024;08:54;A108;1;3;28;1;3;0;0;0;0;0;0;0;0
19.08.2024;08:53;A108;1;4;31;5;53;0;0;0;0;0;0;0;0
19.08.2024;08:52;A108;1;3;9;3;30;0;0;0;0;0;0;0;0
19.08.2024;08:51;A108;1;4;27;3;27;0;0;0;0;0;0;0;0
19.08.2024;08:50;A108;1;2;17;3;24;0;0;0;0;0;0;0;0
19.08.2024;08:49;A108;1;0;0;2;10;0;0;0;0;0;0;0;0
19.08.2024;08:48;A108;1;2;11;2;23;0;0;0;0;0;0;0;0
19.08.2024;08:47;A108;1;1;12;5;39;0;0;0;0;0;0;0;0
19.08.2024;08:46;A108;1;1;17;4;30;0;0;0;0;0;0;0;0
19.08.2024;08:45;A108;1;4;25;2;30;0;0;0;0;0;0;0;0
19.08.2024;08:44;A108;1;4;15;2;12;0;0;0;0;0;0;0;0
19.08.2024;08:43;A108;1;7;31;4;52;0;0;0;0;0;0;0;0
19.08.2024;08:42;A108;1;0;0;4;30;2;3;4;8;0;0;0;0
