Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB
19.08.2024;09:23;A 42;1;1;24;0;0;1;6;0;0;0;100;0;100;2;49;2;4;1;79;0;0;1;10;0;0;2;1;1;1;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A 42;1;6;18;2;1;4;34;1;3;0;100;0;100;2;20;0;0;3;41;0;0;2;35;0;0;0;0;0;0;0;23;1;3;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A 42;1;4;3;0;0;2;14;0;0;0;100;0;100;2;55;1;0;3;2;1;0;3;13;1;1;1;46;0;0;1;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 42;1;1;65;0;0;2;7;0;0;0;100;0;100;3;20;0;0;1;39;1;52;1;7;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A 42;1;6;22;0;48;2;40;0;0;0;100;0;100;2;21;2;2;1;46;1;1;1;3;1;2;0;0;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A 42;1;5;6;5;12;2;21;2;4;0;100;0;100;1;78;1;0;4;39;2;1;2;23;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
19.08.2024;09:17;A 42;1;2;24;0;0;3;13;0;0;0;100;0;100;2;50;1;2;1;60;0;0;2;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
19.08.2024;09:16;A 42;1;2;2;1;3;2;11;0;0;0;100;0;100;1;28;0;0;3;14;3;5;1;23;1;7;2;44;1;7;2;15;0;0;2;3;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A 42;1;0;0;0;0;0;0;0;0;0;100;0;100;1;35;0;0;5;47;2;1;4;66;2;4;1;7;0;0;2;14;3;5;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A 42;1;1;3;1;0;1;8;0;0;0;100;0;100;1;48;6;8;1;72;0;0;1;11;0;0;0;0;0;12;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
19.08.2024;09:13;A 42;1;3;4;1;2;2;14;2;6;0;100;0;100;1;21;6;7;4;54;2;2;1;65;2;5;0;0;1;10;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;1
19.08.2024;09:12;A 42;1;3;7;2;0;2;14;1;5;0;100;0;100;2;82;0;0;7;7;2;1;4;28;1;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
