Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
19.08.2024;09:23;A 50;1;2;4;0;29;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;4;24;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:22;A 50;1;4;9;1;37;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;17;2;30;2;1;1;1;1;3;1;4;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:21;A 50;1;4;22;2;59;1;7;0;4;1;59;0;0;1;6;0;0;0;0;0;0;8;31;2;51;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:20;A 50;1;5;20;1;39;2;16;1;27;2;75;0;0;0;80;0;0;0;0;0;0;0;0;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:19;A 50;1;3;2;4;9;2;0;0;0;0;100;0;0;0;100;0;0;2;0;1;0;3;2;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:18;A 50;1;4;18;0;60;4;1;0;0;3;16;0;7;2;25;0;0;2;0;0;0;8;23;3;48;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:17;A 50;1;3;3;2;46;5;3;0;0;1;85;1;91;2;10;1;5;1;1;1;0;3;27;3;10;0;0;1;13;0;0;1;4;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:16;A 50;1;6;6;5;36;3;1;0;0;1;35;0;0;4;32;0;0;1;0;0;0;4;23;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:15;A 50;1;2;1;2;8;6;6;3;8;0;12;1;0;0;12;0;13;2;8;1;11;6;10;1;70;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:14;A 50;1;4;9;2;23;4;3;2;5;1;2;0;0;2;8;1;5;0;0;0;0;4;11;2;38;0;0;1;83;0;0;1;6;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:13;A 50;1;5;13;2;35;1;1;1;4;0;0;0;0;0;0;0;0;1;0;3;3;3;35;3;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:12;A 50;1;2;3;2;19;1;20;1;8;1;0;1;34;1;2;0;0;0;0;0;0;4;47;1;60;0;0;0;33;0;0;0;1;0;0;0;0;0;0;0;0;3;5
19.08.2024;09:11;A 50;1;4;4;5;50;1;0;0;0;0;15;1;46;0;0;1;6;1;0;0;0;6;22;4;47;0;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:10;A 50;1;4;4;2;53;1;10;0;9;1;79;1;1;1;4;0;0;1;0;1;3;6;7;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:09;A 50;1;3;6;1;13;0;100;0;100;3;47;0;0;1;51;1;6;2;10;1;14;4;75;2;91;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:08;A 50;1;4;3;3;10;1;6;1;13;1;94;0;0;1;99;0;0;3;1;1;0;9;7;10;32;1;29;0;0;1;5;1;2;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:07;A 50;1;1;0;1;2;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;44;2;59;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:06;A 50;1;2;1;2;8;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;10;2;29;2;0;1;20;1;2;1;5;0;0;0;0;0;0;0;0;0;0
19.08.2024;09:05;A 50;1;3;4;2;19;2;4;1;10;0;48;0;0;0;0;0;0;0;0;0;0;1;57;1;65;1;33;1;42;1;5;2;7;0;0;0;0;0;0;0;0;0;0
