Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;V26Z;V26B;D31Z;D31B;V32Z;V32B;D41Z;D41B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D61Z;D61B;D62Z;D62B;V63Z;V63B;V64Z;V64B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D91Z;D91B;V92Z;V92B;D101Z;D101B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D121Z;D121B;D122Z;D122B;V123Z;V123B;V124Z;V124B;TF31Z;TF31B;TF33Z;TF33B;TF34Z;TF34B;TF35Z;TF35B;TF37Z;TF37B;TF39Z;TF39B;TF40Z;TF40B;TF41Z;TF41B;TBS31Z;TBS31B;TBS32Z;TBS32B;TBS33Z;TBS33B;TBS34Z;TBS34B;TBS35Z;TBS35B;TBS37Z;TBS37B;TBS38Z;TBS38B;TBS39Z;TBS39B;TBS40Z;TBS40B;TBS41Z;TBS41B
19.08.2024;09:22;A142;1;2;3;3;25;1;1;2;8;2;3;1;43;0;45;0;0;5;76;7;76;0;90;1;91;0;0;0;68;0;0;0;0;0;11;6;12;0;22;4;31;5;75;1;89;1;94;2;57;2;40;2;66;289;29;284;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;3;1;0;4;3;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:21;A142;1;0;0;2;91;1;2;0;0;9;14;1;98;1;73;1;7;5;80;7;84;0;100;0;100;1;48;2;92;1;47;1;14;4;81;1;1;1;98;1;9;0;100;0;100;3;58;1;70;1;28;1;3;15;68;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;8;9;1;1;1;0;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:20;A142;1;2;2;6;8;1;0;2;8;2;3;4;71;2;78;3;34;1;89;1;93;1;97;1;85;1;98;2;95;0;5;0;4;3;2;1;0;3;18;1;4;6;88;0;100;1;0;2;7;4;27;3;10;103;42;87;11;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;4;3;8;6;2;1;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:19;A142;1;2;10;5;4;3;10;2;20;2;16;2;81;1;4;2;6;4;27;3;77;2;60;4;73;1;73;1;41;3;17;2;7;2;2;1;0;1;18;1;3;7;87;0;100;1;25;1;16;3;21;4;10;117;9;131;44;1;5;1;6;0;0;0;0;0;0;1;1;0;0;0;0;9;7;7;8;1;0;10;9;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:18;A142;1;4;16;4;35;2;10;2;78;4;28;2;74;1;2;0;2;2;24;6;64;0;38;1;45;2;54;0;21;2;30;0;0;3;6;1;1;2;67;1;8;3;57;1;65;4;51;6;59;1;83;2;60;51;31;79;61;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;8;7;7;6;9;7;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:17;A142;1;0;0;6;8;5;11;0;0;2;36;1;62;2;49;1;58;0;100;1;86;1;96;2;49;0;100;1;95;3;24;0;4;1;57;3;7;0;64;1;46;4;93;0;100;2;2;2;2;2;18;2;10;119;14;251;32;3;8;1;4;0;0;0;0;0;0;0;0;0;0;0;0;10;9;7;8;3;2;2;1;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:16;A142;1;0;0;2;3;0;0;0;0;0;4;0;100;0;0;0;0;4;70;5;75;3;73;0;82;1;69;1;33;2;7;2;4;5;37;1;1;2;60;1;9;4;31;4;42;1;6;2;74;4;27;2;22;181;33;268;18;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;6;6;6;4;10;7;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:15;A142;1;3;6;4;65;3;57;2;77;3;84;1;95;1;3;0;2;2;50;6;60;2;41;5;72;2;59;1;1;3;8;1;3;0;0;0;0;0;0;0;0;0;0;0;0;5;56;3;26;3;61;4;28;21;71;167;68;1;56;1;4;0;0;0;0;0;0;0;0;1;1;0;0;3;1;7;8;0;0;0;0;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:14;A142;1;0;0;3;5;0;0;0;0;1;0;1;52;2;88;2;85;2;91;3;39;0;100;1;94;1;67;0;0;1;6;0;0;3;3;3;9;1;72;0;64;0;0;0;0;2;67;1;15;2;15;1;6;112;59;280;48;3;28;1;3;0;0;0;0;0;0;0;0;2;3;0;0;5;4;3;3;4;3;2;1;;;;;;;;;;;;;;;;;;;;
19.08.2024;09:13;A142;1;0;0;2;2;2;1;0;1;2;6;3;11;1;31;1;5;2;4;3;78;1;86;2;22;1;94;0;91;1;39;0;0;2;4;2;2;1;52;2;42;2;33;0;36;1;45;0;0;3;25;1;4;200;35;287;33;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;4;2;4;4;18;3;;;;;;;;;;;;;;;;;;;;
