Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;V51Z;V51B;D111Z;D111B;V111Z;V111B;D112Z;D112B;TF35aZ;TF35aB;TB35aZ;TB35aB;TF35bZ;TF35bB;TB35bZ;TB35bB
19.08.2024;09:22;A149;1;7;7;9;7;4;37;3;8;4;29;3;4;0;0;0;0;0;0;0;0
19.08.2024;09:21;A149;1;5;9;6;6;5;38;5;5;4;22;6;6;0;0;0;0;0;0;0;0
19.08.2024;09:20;A149;1;3;6;4;3;2;22;6;5;4;26;6;5;0;0;0;0;0;0;0;0
19.08.2024;09:19;A149;1;2;2;2;1;2;10;6;7;6;32;5;6;0;0;0;0;0;0;0;0
19.08.2024;09:18;A149;1;5;9;4;7;3;27;8;6;3;19;7;7;0;0;0;0;0;0;0;0
19.08.2024;09:17;A149;1;4;25;4;5;2;48;6;7;8;20;8;6;1;1;1;1;0;0;0;0
19.08.2024;09:16;A149;1;5;27;7;4;3;43;7;30;3;73;7;8;1;1;0;0;0;0;1;1
19.08.2024;09:15;A149;1;5;6;3;2;3;15;6;8;1;26;4;16;0;0;0;0;0;0;0;0
19.08.2024;09:14;A149;1;7;10;5;4;3;33;5;5;4;19;7;7;0;0;0;0;0;0;0;0
19.08.2024;09:13;A149;1;3;6;5;7;4;25;5;7;3;59;4;4;0;0;0;0;0;0;0;0
19.08.2024;09:12;A149;1;4;5;6;4;4;22;7;15;3;48;9;13;1;1;1;1;0;0;0;0
19.08.2024;09:11;A149;1;2;2;2;1;2;9;3;7;1;41;2;2;0;0;0;0;2;3;1;1
19.08.2024;09:10;A149;1;6;5;6;5;4;36;2;28;1;12;2;2;1;1;0;0;0;0;0;0
19.08.2024;09:09;A149;1;2;2;1;1;1;6;3;3;4;16;3;3;0;0;0;0;0;0;0;0
19.08.2024;09:08;A149;1;1;35;1;1;1;36;8;6;3;15;4;3;0;0;0;0;0;0;0;0
19.08.2024;09:07;A149;1;7;11;6;7;5;40;5;5;5;30;8;7;0;0;0;0;0;0;0;0
19.08.2024;09:06;A149;1;2;3;3;2;2;13;1;1;1;5;0;1;0;0;0;0;1;1;0;0
19.08.2024;09:05;A149;1;1;1;2;1;1;8;3;3;4;22;5;5;0;0;0;0;0;0;0;0
19.08.2024;09:04;A149;1;2;2;2;1;2;8;6;6;4;27;6;7;0;0;0;0;0;0;0;0
19.08.2024;09:03;A149;1;0;0;1;1;1;8;3;3;2;14;4;6;0;0;0;0;0;0;0;0
19.08.2024;09:02;A149;1;3;21;2;1;3;31;1;0;1;4;1;1;2;3;1;1;0;0;0;0
19.08.2024;09:01;A149;1;4;8;4;3;3;28;5;6;3;26;5;6;1;1;0;0;0;0;0;0
19.08.2024;09:00;A149;1;5;10;8;5;5;26;8;46;2;75;6;27;0;0;0;0;1;1;1;1
19.08.2024;08:59;A149;1;3;3;6;7;6;29;4;5;2;24;5;30;0;0;0;0;0;0;0;0
19.08.2024;08:58;A149;1;3;4;3;3;2;16;10;15;4;57;9;12;0;0;0;0;0;0;0;0
19.08.2024;08:57;A149;1;2;1;2;1;2;9;6;39;3;24;2;2;2;3;0;0;0;0;0;0
19.08.2024;08:56;A149;1;1;0;1;0;1;4;6;6;5;33;10;14;0;0;0;0;0;0;0;0
19.08.2024;08:55;A149;1;3;2;2;1;2;9;8;9;3;35;6;10;0;0;0;0;0;0;0;0
19.08.2024;08:54;A149;1;6;6;7;6;5;32;9;13;5;48;9;11;0;0;0;0;1;1;0;0
19.08.2024;08:53;A149;1;6;6;8;5;6;24;3;5;4;25;6;12;0;0;0;0;1;1;0;0
19.08.2024;08:52;A149;1;7;29;5;4;2;55;6;7;2;30;6;9;0;0;0;0;0;0;1;1
19.08.2024;08:51;A149;1;4;4;6;5;3;26;3;3;3;13;3;3;0;0;0;0;0;0;0;0
19.08.2024;08:50;A149;1;3;3;2;1;3;15;3;2;2;10;3;3;0;0;1;1;0;0;0;0
19.08.2024;08:49;A149;1;2;3;2;1;2;14;4;4;2;20;4;5;0;0;0;0;1;1;1;1
19.08.2024;08:48;A149;1;5;9;6;5;3;38;5;7;3;20;5;5;0;0;0;0;1;1;1;1
19.08.2024;08:47;A149;1;5;27;5;5;1;45;4;14;4;21;5;5;1;1;1;1;0;0;0;0
19.08.2024;08:46;A149;1;3;4;4;3;3;17;6;9;4;42;6;10;0;0;0;0;1;1;0;0
19.08.2024;08:45;A149;1;4;5;4;3;2;9;9;22;4;58;7;9;0;0;0;0;0;0;0;0
19.08.2024;08:44;A149;1;6;15;5;8;2;42;6;6;2;15;5;13;0;0;0;0;1;1;0;0
19.08.2024;08:43;A149;1;3;4;5;4;3;14;13;15;5;55;10;12;0;0;0;0;0;0;0;0
19.08.2024;08:42;A149;1;3;3;4;3;3;23;5;7;5;39;9;11;0;0;0;0;0;0;0;0
19.08.2024;08:41;A149;1;5;7;6;5;3;31;5;16;2;25;5;8;1;1;0;0;0;0;0;0
19.08.2024;08:40;A149;1;2;3;0;0;0;3;5;5;5;22;6;6;0;0;0;0;0;0;0;0
19.08.2024;08:39;A149;1;5;8;9;8;2;43;7;7;4;30;7;7;0;0;0;0;0;0;1;0
19.08.2024;08:38;A149;1;4;18;4;3;3;31;2;2;2;9;2;1;0;0;0;0;1;1;0;0
19.08.2024;08:37;A149;1;2;2;0;0;0;17;6;9;3;59;5;6;0;0;0;0;0;0;0;0
19.08.2024;08:36;A149;1;6;6;10;9;4;30;9;14;4;47;10;12;1;1;0;0;0;0;0;0
19.08.2024;08:35;A149;1;4;9;5;8;4;30;9;9;5;33;5;6;0;0;0;0;0;0;0;0
19.08.2024;08:34;A149;1;7;45;5;9;1;70;4;6;3;20;6;5;0;0;0;0;0;0;0;0
19.08.2024;08:33;A149;1;1;16;4;8;1;25;4;4;2;21;4;5;0;0;0;0;0;0;0;0
19.08.2024;08:32;A149;1;3;2;3;2;3;12;12;15;4;73;11;14;0;0;0;0;1;1;1;2
19.08.2024;08:31;A149;1;7;10;8;9;1;30;2;2;1;6;5;7;0;0;0;0;0;0;0;0
19.08.2024;08:30;A149;1;7;8;7;7;5;28;5;8;4;30;3;3;0;0;0;0;0;0;0;0
19.08.2024;08:29;A149;1;6;8;7;8;2;21;7;12;2;37;8;19;0;0;0;0;0;0;0;0
19.08.2024;08:28;A149;1;1;1;1;1;1;7;2;1;1;6;1;1;0;0;0;0;1;1;0;0
19.08.2024;08:27;A149;1;2;2;2;1;2;11;8;7;5;31;7;7;0;0;0;0;0;0;0;0
19.08.2024;08:26;A149;1;3;4;3;2;2;16;2;2;3;11;3;2;0;0;0;0;0;0;0;0
19.08.2024;08:25;A149;1;4;4;4;2;2;8;5;6;4;22;2;3;0;0;0;0;0;0;0;0
19.08.2024;08:24;A149;1;8;36;8;9;2;42;6;9;6;31;8;11;0;0;0;0;4;6;2;4
19.08.2024;08:23;A149;1;3;3;2;2;2;14;4;4;3;18;5;4;0;0;1;1;0;0;0;0
19.08.2024;08:22;A149;1;2;2;3;2;2;11;3;3;3;12;3;3;0;0;0;0;0;0;0;0
19.08.2024;08:21;A149;1;6;7;4;4;3;31;5;4;4;21;5;4;0;0;0;0;0;0;0;0
19.08.2024;08:20;A149;1;4;45;6;6;2;62;7;8;6;17;5;4;0;0;0;0;1;1;0;0
19.08.2024;08:19;A149;1;7;8;7;10;3;41;3;2;1;11;4;4;0;0;0;0;0;0;0;0
19.08.2024;08:18;A149;1;2;5;2;4;1;11;6;7;3;26;5;7;0;0;0;0;0;0;0;0
19.08.2024;08:17;A149;1;4;4;4;3;3;20;6;4;4;19;3;3;1;1;0;0;0;0;0;0
19.08.2024;08:16;A149;1;1;1;2;2;2;14;4;3;3;15;6;6;0;0;0;0;0;0;0;0
19.08.2024;08:15;A149;1;3;2;3;2;3;15;5;5;3;24;4;4;0;0;0;0;0;0;0;0
19.08.2024;08:14;A149;1;5;14;4;6;1;12;12;20;3;50;11;40;0;0;0;0;0;0;1;1
19.08.2024;08:13;A149;1;5;19;5;5;4;32;7;8;4;27;4;8;1;1;1;1;0;0;0;0
19.08.2024;08:12;A149;1;5;20;4;5;6;36;4;24;7;51;8;9;0;0;0;0;1;1;1;1
19.08.2024;08:11;A149;1;7;9;8;8;2;33;0;0;0;0;1;1;0;0;0;0;0;0;0;0
19.08.2024;08:10;A149;1;7;8;5;5;2;26;6;6;3;24;6;6;3;5;1;1;0;0;0;0
19.08.2024;08:09;A149;1;5;5;6;7;5;24;6;5;4;19;7;7;0;0;0;0;0;0;0;0
19.08.2024;08:08;A149;1;1;1;2;1;2;12;3;3;3;14;3;2;0;0;0;0;0;0;0;0
19.08.2024;08:07;A149;1;2;2;1;0;1;6;5;4;5;18;3;2;0;0;0;0;0;0;0;0
19.08.2024;08:06;A149;1;1;0;2;2;1;7;6;33;5;62;6;6;0;0;0;0;0;0;1;1
19.08.2024;08:05;A149;1;3;3;3;2;3;14;5;11;2;75;7;10;0;0;0;0;0;0;0;0
19.08.2024;08:04;A149;1;1;1;3;3;2;21;2;17;3;16;3;5;0;0;0;0;1;1;0;0
19.08.2024;08:03;A149;1;7;38;6;10;4;67;9;10;6;34;10;12;0;0;0;0;1;1;1;1
19.08.2024;08:02;A149;1;3;3;2;2;2;13;6;7;4;27;4;4;0;0;0;0;1;1;0;0
19.08.2024;08:01;A149;1;6;7;7;6;2;26;6;6;6;43;7;8;0;0;0;0;0;0;0;0
19.08.2024;08:00;A149;1;1;1;2;1;2;7;4;5;3;19;5;5;0;0;0;0;0;0;0;0
19.08.2024;07:59;A149;1;6;6;5;3;3;20;5;13;3;32;4;7;0;0;0;0;0;0;0;0
19.08.2024;07:58;A149;1;8;9;6;6;3;38;4;6;2;11;1;6;0;0;0;0;0;0;0;0
19.08.2024;07:57;A149;1;3;9;3;2;1;19;9;49;3;80;10;13;0;0;0;0;0;0;0;0
19.08.2024;07:56;A149;1;6;7;10;12;2;50;8;9;5;38;7;12;1;1;1;1;1;1;1;1
19.08.2024;07:55;A149;1;3;3;3;2;2;20;4;3;3;14;7;8;0;0;0;0;0;0;0;0
19.08.2024;07:54;A149;1;1;2;0;0;1;7;4;3;3;15;3;3;0;0;0;0;0;0;0;0
19.08.2024;07:53;A149;1;1;2;1;1;1;8;2;2;2;11;3;3;0;0;0;0;0;0;0;0
19.08.2024;07:52;A149;1;5;4;5;4;4;14;4;2;2;10;3;2;0;0;0;0;1;1;0;0
19.08.2024;07:51;A149;1;4;34;4;6;3;50;9;10;2;26;6;6;0;0;0;0;1;1;0;0
19.08.2024;07:50;A149;1;3;2;1;0;2;10;2;2;2;10;3;5;0;0;0;0;1;1;1;1
19.08.2024;07:49;A149;1;3;30;3;2;3;20;6;23;3;26;7;7;0;0;0;0;0;0;0;0
19.08.2024;07:48;A149;1;3;1;2;1;1;4;17;32;4;80;11;21;0;0;0;0;1;1;1;1
19.08.2024;07:47;A149;1;7;11;7;10;4;39;6;20;3;58;11;14;0;0;0;0;1;1;0;0
19.08.2024;07:46;A149;1;1;0;0;0;0;0;4;5;1;18;5;6;0;0;0;0;0;0;0;0
19.08.2024;07:45;A149;1;3;2;3;2;3;13;9;11;5;42;9;14;0;0;0;0;1;1;1;2
19.08.2024;07:44;A149;1;5;5;5;4;2;15;6;7;1;27;7;20;0;0;0;0;0;0;0;0
19.08.2024;07:43;A149;1;4;3;3;2;2;12;8;28;3;59;8;11;0;0;0;0;1;1;0;0
19.08.2024;07:42;A149;1;5;7;6;6;2;28;4;5;1;19;3;5;0;0;0;0;0;0;0;0
