Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V34Z;V34B;V35Z;V35B;V44Z;V44B;V45Z;V45B;V46Z;V46B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;T38_sZ;T38_sB;T38_bZ;T38_bB;T39_sZ;T39_sB;T39_bZ;T39_bB;T41_bZ;T41_bB;T42_bZ;T42_bB
19.08.2024;09:23;A 43;1;2;7;;;3;45;0;0;4;42;0;0;;;2;54;3;40;0;0;0;0;3;60;2;55;1;1;0;100;2;65;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:22;A 43;1;4;7;;;3;24;0;0;1;1;0;0;;;5;32;1;4;1;1;0;0;3;51;5;5;1;48;0;100;5;15;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
19.08.2024;09:21;A 43;1;7;7;;;2;43;0;0;3;47;1;0;;;1;51;2;25;1;3;0;0;2;28;2;2;1;29;0;100;1;4;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
19.08.2024;09:20;A 43;1;5;5;;;3;47;0;0;2;49;2;48;;;2;56;2;23;0;53;0;0;2;11;3;13;0;0;0;100;3;24;0;0;1;1;0;0;0;0;0;0;1;1;;;;;;;;;;
19.08.2024;09:19;A 43;1;8;24;;;1;70;0;0;1;52;1;60;;;2;14;2;7;2;54;0;0;5;48;8;50;1;1;0;100;3;63;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
19.08.2024;09:18;A 43;1;5;11;;;6;60;0;0;4;75;1;74;;;1;75;4;71;1;76;0;0;6;54;4;38;3;3;0;100;7;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:17;A 43;1;2;3;;;4;51;0;0;2;12;2;10;;;0;60;1;6;2;20;0;0;1;0;2;2;0;0;0;100;2;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:16;A 43;1;9;25;;;1;38;0;0;0;0;0;0;;;1;44;0;0;0;0;0;0;4;3;5;5;0;0;0;100;4;14;0;0;0;0;0;0;0;0;1;1;1;1;;;;;;;;;;
19.08.2024;09:15;A 43;1;8;9;;;1;58;0;0;2;4;2;2;;;1;8;1;14;1;7;0;0;4;4;4;4;3;4;0;100;4;10;0;0;0;0;0;0;0;0;0;0;1;5;;;;;;;;;;
19.08.2024;09:14;A 43;1;3;4;;;0;24;0;0;2;35;0;0;;;0;0;3;19;2;1;0;0;1;23;2;49;0;0;0;100;2;51;0;0;0;0;0;0;0;0;1;1;1;5;;;;;;;;;;
19.08.2024;09:13;A 43;1;3;3;;;5;13;0;0;2;28;1;0;;;3;12;2;8;0;2;0;0;4;3;4;3;1;0;0;100;3;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:12;A 43;1;12;18;;;1;61;0;0;1;22;0;0;;;1;70;1;5;1;0;0;0;7;14;6;10;4;13;0;100;4;15;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
19.08.2024;09:11;A 43;1;3;25;;;1;18;1;1;0;15;1;2;;;0;21;0;0;1;5;0;0;2;94;3;73;1;93;0;100;2;89;1;1;0;0;1;5;0;0;0;0;0;0;;;;;;;;;;
19.08.2024;09:10;A 43;1;10;60;;;3;22;0;0;1;42;0;0;;;2;28;1;5;0;0;1;1;3;3;3;3;1;2;0;100;3;9;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;
19.08.2024;09:09;A 43;1;7;18;;;3;88;0;0;1;9;2;94;;;2;77;3;7;1;16;0;0;5;10;6;4;1;4;0;100;5;15;0;0;0;0;0;0;0;0;1;5;1;1;;;;;;;;;;
19.08.2024;09:08;A 43;1;2;20;;;5;15;1;0;4;23;1;24;;;2;26;3;29;1;25;1;0;1;70;0;0;2;75;0;100;2;2;0;0;0;0;0;0;0;0;1;1;1;5;;;;;;;;;;
19.08.2024;09:07;A 43;1;13;32;;;2;27;0;0;1;33;1;55;;;2;34;1;7;1;61;0;0;3;46;4;52;3;5;0;100;4;18;1;1;0;0;0;0;0;0;0;0;1;5;;;;;;;;;;
19.08.2024;09:06;A 43;1;8;12;;;1;41;0;0;1;85;2;20;;;1;9;1;6;2;16;0;0;4;13;4;17;0;0;0;100;4;12;0;0;0;0;0;0;0;0;0;0;1;5;;;;;;;;;;
19.08.2024;09:05;A 43;1;5;48;;;4;48;0;0;1;47;1;12;;;1;25;1;18;1;5;0;0;1;0;2;2;3;5;0;100;2;6;2;3;0;0;0;0;0;0;2;3;1;1;;;;;;;;;;
19.08.2024;09:04;A 43;1;8;16;;;1;4;0;0;2;14;0;0;;;1;5;2;10;1;0;0;0;4;49;4;48;1;1;0;100;4;14;1;1;0;0;1;5;0;3;0;0;0;0;;;;;;;;;;
19.08.2024;09:03;A 43;1;8;10;;;5;47;0;0;4;14;1;25;;;3;62;4;18;2;9;0;0;5;41;5;28;1;1;0;100;4;14;0;0;0;0;0;0;1;1;0;0;1;5;;;;;;;;;;
