Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
19.05.2024;19:59;A124;1;1;1;0;0;0;0;0;0
19.05.2024;19:58;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:57;A124;1;0;0;0;0;1;1;0;0
19.05.2024;19:56;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:55;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:54;A124;1;0;0;0;0;3;6;0;0
19.05.2024;19:53;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:52;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:51;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:50;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:49;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:48;A124;1;0;0;0;0;0;0;1;1
19.05.2024;19:47;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:46;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:45;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:44;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:43;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:42;A124;1;0;0;0;0;1;1;0;0
19.05.2024;19:41;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:40;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:39;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:38;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:37;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:36;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:35;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:34;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:33;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:32;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:31;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:30;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:29;A124;1;0;0;0;0;1;1;0;0
19.05.2024;19:28;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:27;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:26;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:25;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:24;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:23;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:22;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:21;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:20;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:19;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:18;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:17;A124;1;1;1;0;0;0;0;0;0
19.05.2024;19:16;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:15;A124;1;1;1;1;1;0;0;0;0
19.05.2024;19:14;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:13;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:12;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:11;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:10;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:09;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:08;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:07;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:06;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:05;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:04;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:03;A124;1;1;1;1;4;0;0;0;0
19.05.2024;19:02;A124;1;0;0;0;0;0;0;0;0
19.05.2024;19:01;A124;1;0;0;0;0;1;1;0;0
19.05.2024;19:00;A124;1;0;0;0;0;0;0;0;0
19.05.2024;18:59;A124;1;0;0;0;0;0;0;0;0
