Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;IR51Z;IR51B;IR111Z;IR111B
19.05.2024;19:59;A169;1;4;12;3;30;0;0;0;0;0;0;0;0
19.05.2024;19:58;A169;1;7;17;5;48;0;0;0;0;0;0;0;0
19.05.2024;19:57;A169;1;6;19;5;34;0;0;0;0;0;0;0;0
19.05.2024;19:56;A169;1;7;32;5;35;0;0;0;0;0;0;0;0
19.05.2024;19:55;A169;1;1;4;4;29;1;1;0;0;2;3;0;0
19.05.2024;19:54;A169;1;5;19;3;27;0;0;0;0;1;1;0;0
19.05.2024;19:53;A169;1;3;12;2;16;0;0;0;0;0;0;0;0
19.05.2024;19:52;A169;1;6;22;2;14;0;0;0;0;0;0;0;0
19.05.2024;19:51;A169;1;6;20;4;50;0;0;0;0;0;0;0;0
19.05.2024;19:50;A169;1;3;7;4;43;0;0;0;0;0;0;0;0
19.05.2024;19:49;A169;1;2;24;4;38;0;0;0;0;0;0;0;0
19.05.2024;19:48;A169;1;2;5;3;27;0;0;0;0;0;0;0;0
19.05.2024;19:47;A169;1;3;19;1;6;0;0;0;0;0;0;0;0
19.05.2024;19:46;A169;1;4;15;4;33;0;0;0;0;0;0;0;0
19.05.2024;19:45;A169;1;8;24;3;24;0;0;0;0;0;0;0;0
19.05.2024;19:44;A169;1;3;9;2;40;0;0;0;0;0;0;0;0
19.05.2024;19:43;A169;1;9;39;3;41;0;0;0;0;0;0;0;0
19.05.2024;19:42;A169;1;5;12;4;44;0;0;0;0;0;0;0;0
19.05.2024;19:41;A169;1;7;19;2;37;0;0;0;0;0;0;0;0
19.05.2024;19:40;A169;1;7;24;3;38;0;0;0;0;0;0;0;0
19.05.2024;19:39;A169;1;5;30;3;27;0;0;0;0;0;0;0;0
19.05.2024;19:38;A169;1;2;5;2;22;0;0;0;0;0;0;0;0
19.05.2024;19:37;A169;1;4;17;3;43;0;0;0;0;0;0;0;0
19.05.2024;19:36;A169;1;6;14;4;40;0;0;1;1;0;0;1;1
19.05.2024;19:35;A169;1;4;17;3;11;0;0;0;0;0;0;0;0
19.05.2024;19:34;A169;1;3;12;2;26;0;0;0;0;0;0;0;0
19.05.2024;19:33;A169;1;4;16;1;8;0;0;0;0;0;0;0;0
19.05.2024;19:32;A169;1;6;24;3;29;0;0;0;0;0;0;0;0
19.05.2024;19:31;A169;1;4;18;3;32;0;0;0;0;0;0;0;0
19.05.2024;19:30;A169;1;7;31;2;31;0;0;0;0;0;0;0;0
19.05.2024;19:29;A169;1;6;26;5;38;0;0;0;0;0;0;0;0
19.05.2024;19:28;A169;1;7;22;4;58;0;0;0;0;0;0;0;0
19.05.2024;19:27;A169;1;5;14;4;24;0;0;0;0;0;0;0;0
19.05.2024;19:26;A169;1;2;6;0;0;0;0;0;0;0;0;0;0
19.05.2024;19:25;A169;1;2;11;3;18;0;0;0;0;0;0;0;0
19.05.2024;19:24;A169;1;4;25;3;30;0;0;0;0;0;0;0;0
19.05.2024;19:23;A169;1;4;12;3;17;0;0;0;0;0;0;0;0
19.05.2024;19:22;A169;1;10;30;2;15;0;0;0;0;0;0;0;0
19.05.2024;19:21;A169;1;3;15;2;22;0;0;0;0;0;0;0;0
19.05.2024;19:20;A169;1;4;13;2;27;0;0;0;0;0;0;0;0
19.05.2024;19:19;A169;1;6;17;2;30;0;0;0;0;0;0;0;0
19.05.2024;19:18;A169;1;4;20;4;35;0;0;0;0;1;1;0;0
19.05.2024;19:17;A169;1;6;18;1;26;0;0;0;0;0;0;0;0
19.05.2024;19:16;A169;1;8;30;2;17;0;0;0;0;0;0;0;0
19.05.2024;19:15;A169;1;8;35;5;41;0;0;0;0;0;0;0;0
19.05.2024;19:14;A169;1;4;6;4;38;0;0;0;0;0;0;0;0
19.05.2024;19:13;A169;1;10;31;3;36;0;0;0;0;0;0;0;0
19.05.2024;19:12;A169;1;5;21;3;47;0;0;0;0;0;0;0;0
19.05.2024;19:11;A169;1;7;27;2;44;0;0;0;0;0;0;0;0
19.05.2024;19:10;A169;1;3;8;3;35;0;0;0;0;0;0;0;0
19.05.2024;19:09;A169;1;9;31;4;36;0;0;0;0;0;0;0;0
19.05.2024;19:08;A169;1;7;13;6;49;0;0;0;0;0;0;0;0
19.05.2024;19:07;A169;1;2;8;2;20;0;0;0;0;0;0;0;0
19.05.2024;19:06;A169;1;4;23;4;21;0;0;0;0;0;0;0;0
19.05.2024;19:05;A169;1;1;3;3;34;0;0;0;0;0;0;0;0
19.05.2024;19:04;A169;1;5;14;4;39;0;0;0;0;0;0;0;0
19.05.2024;19:03;A169;1;5;27;4;47;0;0;0;0;0;0;0;0
19.05.2024;19:02;A169;1;7;32;3;33;0;0;0;0;0;0;0;0
19.05.2024;19:01;A169;1;6;30;2;30;0;0;0;0;0;0;0;0
19.05.2024;19:00;A169;1;6;12;4;43;0;0;0;0;0;0;0;0
19.05.2024;18:59;A169;1;5;18;2;40;0;0;0;0;0;0;0;0
19.05.2024;18:58;A169;1;7;31;2;26;0;0;0;0;0;0;0;0
19.05.2024;18:57;A169;1;5;15;5;24;0;0;0;0;0;0;0;0
19.05.2024;18:56;A169;1;7;16;4;57;0;0;0;0;0;0;0;0
19.05.2024;18:55;A169;1;7;24;3;25;0;0;0;0;0;0;0;0
19.05.2024;18:54;A169;1;9;26;3;39;0;0;0;0;0;0;0;0
19.05.2024;18:53;A169;1;3;12;2;13;0;0;0;0;0;0;0;0
19.05.2024;18:52;A169;1;3;11;3;29;0;0;0;0;0;0;0;0
19.05.2024;18:51;A169;1;5;22;1;29;0;0;0;0;0;0;0;0
19.05.2024;18:50;A169;1;4;14;2;14;0;0;0;0;0;0;0;0
19.05.2024;18:49;A169;1;4;19;4;38;0;0;0;0;0;0;0;0
19.05.2024;18:48;A169;1;4;16;4;42;0;0;0;0;0;0;0;0
19.05.2024;18:47;A169;1;4;21;1;35;0;0;0;0;0;0;0;0
19.05.2024;18:46;A169;1;6;28;3;54;0;0;0;0;0;0;0;0
19.05.2024;18:45;A169;1;5;9;4;38;0;0;0;0;0;0;0;0
19.05.2024;18:44;A169;1;5;32;5;47;0;0;0;0;0;0;0;0
19.05.2024;18:43;A169;1;3;19;2;21;0;0;0;0;0;0;0;0
19.05.2024;18:42;A169;1;8;24;3;43;0;0;0;0;0;0;0;0
19.05.2024;18:41;A169;1;4;15;4;27;0;0;0;0;0;0;0;0
19.05.2024;18:40;A169;1;5;37;3;49;0;0;0;0;0;0;0;0
19.05.2024;18:39;A169;1;4;22;3;29;0;0;0;0;0;0;0;0
19.05.2024;18:38;A169;1;6;20;3;42;0;0;0;0;0;0;0;0
19.05.2024;18:37;A169;1;1;5;2;22;0;0;0;0;0;0;0;0
19.05.2024;18:36;A169;1;7;27;1;21;1;1;0;0;0;0;0;0
19.05.2024;18:35;A169;1;7;19;3;36;0;0;0;0;0;0;0;0
