Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
11.01.2024;13:19;A182;1;2;6;6;60;4;8;4;62;0;0;4;1;11;8;0;0
11.01.2024;13:18;A182;1;1;9;5;7;5;52;6;54;0;0;6;8;4;8;1;1
11.01.2024;13:17;A182;1;0;0;4;10;7;36;5;31;0;0;4;6;5;7;1;1
11.01.2024;13:16;A182;1;1;34;5;68;6;14;2;2;0;0;4;13;7;8;0;0
11.01.2024;13:15;A182;1;0;0;4;12;2;33;2;3;0;0;6;5;3;3;0;0
11.01.2024;13:14;A182;1;3;53;4;26;4;39;2;28;0;0;4;2;2;2;0;0
11.01.2024;13:13;A182;1;2;29;11;65;2;63;1;52;0;0;15;19;9;35;2;4
11.01.2024;13:12;A182;1;4;20;8;60;2;3;2;1;0;0;5;2;4;3;0;0
11.01.2024;13:11;A182;1;1;25;6;21;3;29;2;42;0;0;3;2;2;3;0;0
11.01.2024;13:10;A182;1;0;0;5;51;5;25;4;39;0;0;3;2;6;18;0;0
11.01.2024;13:09;A182;1;2;31;6;64;2;37;4;30;0;0;1;18;3;30;0;0
11.01.2024;13:08;A182;1;2;7;7;59;4;42;1;30;0;0;7;5;10;13;0;0
11.01.2024;13:07;A182;1;0;35;2;38;5;68;3;45;0;0;2;1;7;4;1;2
11.01.2024;13:06;A182;1;1;2;6;34;3;3;1;43;0;0;7;7;6;5;1;1
11.01.2024;13:05;A182;1;0;9;8;43;3;45;5;42;0;0;5;6;10;10;0;0
11.01.2024;13:04;A182;1;1;16;3;13;3;42;5;25;0;0;6;8;6;8;0;0
11.01.2024;13:03;A182;1;2;11;3;10;1;23;0;12;0;0;2;2;2;2;0;0
11.01.2024;13:02;A182;1;0;0;3;11;5;49;2;43;0;0;1;0;2;3;0;0
11.01.2024;13:01;A182;1;0;0;4;9;2;2;0;0;0;0;5;2;4;4;0;0
11.01.2024;13:00;A182;1;1;3;6;17;3;23;1;26;0;0;2;3;6;7;0;0
11.01.2024;12:59;A182;1;0;22;4;27;7;14;6;54;0;0;7;9;9;12;3;4
11.01.2024;12:58;A182;1;4;23;3;22;6;60;5;35;0;0;4;4;6;9;1;2
11.01.2024;12:57;A182;1;2;24;5;18;1;52;1;47;0;0;2;1;1;1;1;1
11.01.2024;12:56;A182;1;3;35;4;26;4;51;3;20;0;0;4;3;3;3;0;0
11.01.2024;12:55;A182;1;3;5;5;66;5;11;3;5;0;0;8;6;11;7;0;0
11.01.2024;12:54;A182;1;3;46;3;7;1;22;1;14;0;0;1;2;3;3;0;0
11.01.2024;12:53;A182;1;1;3;4;50;3;7;3;20;0;0;5;2;7;4;0;0
11.01.2024;12:52;A182;1;0;0;6;8;2;53;0;0;0;0;2;1;1;0;1;3
11.01.2024;12:51;A182;1;0;0;4;17;0;57;0;0;0;0;8;16;5;22;0;0
11.01.2024;12:50;A182;1;1;13;9;48;5;18;4;34;0;0;10;12;7;8;0;0
11.01.2024;12:49;A182;1;0;0;4;65;4;32;1;22;0;0;5;5;7;5;0;0
11.01.2024;12:48;A182;1;1;5;5;63;2;36;3;7;0;0;8;6;11;11;0;0
11.01.2024;12:47;A182;1;1;4;5;15;2;38;4;62;0;0;6;3;4;4;0;0
11.01.2024;12:46;A182;1;1;3;6;63;3;81;0;100;0;0;9;7;10;10;0;0
11.01.2024;12:45;A182;1;1;3;6;59;0;0;2;20;0;0;7;9;9;10;0;0
11.01.2024;12:44;A182;1;1;7;8;36;4;36;7;63;0;0;19;16;14;32;1;1
11.01.2024;12:43;A182;1;1;24;5;48;4;44;1;4;0;0;2;3;1;2;0;0
11.01.2024;12:42;A182;1;1;4;4;47;3;33;1;25;0;0;4;5;6;7;0;0
11.01.2024;12:41;A182;1;4;29;4;58;1;30;2;45;0;0;5;5;7;8;0;0
11.01.2024;12:40;A182;1;3;38;13;60;1;20;0;0;0;0;8;9;9;12;0;0
11.01.2024;12:39;A182;1;4;48;4;59;1;2;0;0;0;0;9;4;9;13;0;0
11.01.2024;12:38;A182;1;1;3;7;40;8;61;4;8;0;0;9;7;10;11;0;0
11.01.2024;12:37;A182;1;0;8;8;39;5;25;5;48;0;0;6;6;12;15;0;0
11.01.2024;12:36;A182;1;2;18;8;81;2;1;1;1;0;0;6;3;5;22;1;1
11.01.2024;12:35;A182;1;2;6;9;40;7;33;2;3;0;0;1;2;3;3;0;0
11.01.2024;12:34;A182;1;1;51;5;77;3;9;2;9;0;0;6;3;9;7;0;0
11.01.2024;12:33;A182;1;3;30;5;73;1;36;1;25;0;0;7;4;8;9;1;1
11.01.2024;12:32;A182;1;1;44;8;44;4;47;2;46;0;0;7;6;7;7;1;2
11.01.2024;12:31;A182;1;0;18;4;46;0;0;2;41;0;0;9;10;11;17;1;2
11.01.2024;12:30;A182;1;1;9;4;64;1;37;0;0;0;0;8;7;7;6;2;2
11.01.2024;12:29;A182;1;1;2;2;61;9;25;5;43;0;0;5;7;5;12;0;0
11.01.2024;12:28;A182;1;3;11;3;50;3;29;4;25;0;0;6;5;8;13;0;0
11.01.2024;12:27;A182;1;2;50;2;75;2;41;2;27;0;0;7;15;10;16;0;0
11.01.2024;12:26;A182;1;0;0;6;79;3;50;2;55;0;0;10;14;13;18;0;0
11.01.2024;12:25;A182;1;2;29;4;36;3;5;4;70;0;0;1;1;6;7;5;20
11.01.2024;12:24;A182;1;3;15;3;28;1;21;0;0;0;0;6;4;6;11;0;0
11.01.2024;12:23;A182;1;1;5;7;52;3;4;3;38;0;0;11;8;15;19;1;1
11.01.2024;12:22;A182;1;2;34;6;45;5;42;6;12;0;0;4;2;2;2;0;0
11.01.2024;12:21;A182;1;2;7;3;32;1;47;0;22;0;0;4;3;3;7;0;0
11.01.2024;12:20;A182;1;3;32;4;42;5;38;4;44;0;0;9;10;6;18;0;0
11.01.2024;12:19;A182;1;1;46;5;70;4;64;1;1;0;0;13;14;8;41;0;0
11.01.2024;12:18;A182;1;2;7;7;77;1;17;0;0;0;0;8;5;10;11;0;0
11.01.2024;12:17;A182;1;1;3;4;51;5;13;1;1;0;0;10;6;5;2;0;0
11.01.2024;12:16;A182;1;0;0;6;47;4;36;2;28;0;0;9;21;10;16;2;2
11.01.2024;12:15;A182;1;2;59;6;73;2;46;0;38;0;0;7;5;5;3;0;0
11.01.2024;12:14;A182;1;2;6;4;34;2;54;3;31;0;0;2;8;6;13;0;0
11.01.2024;12:13;A182;1;1;4;5;49;9;31;2;3;0;0;3;35;2;27;0;0
11.01.2024;12:12;A182;1;1;3;4;66;2;28;0;0;0;0;12;10;11;19;1;1
11.01.2024;12:11;A182;1;1;3;5;48;5;59;4;28;0;0;11;10;9;7;0;0
11.01.2024;12:10;A182;1;0;28;5;47;3;70;2;79;0;0;11;9;12;13;0;0
11.01.2024;12:09;A182;1;1;5;7;31;2;12;2;2;0;0;6;7;5;4;0;0
11.01.2024;12:08;A182;1;2;15;7;40;6;29;6;8;0;0;13;14;8;13;1;2
