Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;T32Z;T32B;T32bZ;T32bB;T35bZ;T35bB;T38Z;T38B;T38bZ;T38bB;T41bZ;T41bB
11.01.2024;13:19;A 42;1;8;69;0;0;2;84;2;9;0;100;0;100;2;67;0;0;1;1;1;4;1;46;0;3;1;35;0;0;1;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:18;A 42;1;1;74;2;63;1;80;2;77;0;100;0;100;3;27;3;18;3;17;1;28;4;27;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:17;A 42;1;2;1;2;17;2;8;1;3;0;100;0;100;0;17;1;4;4;40;1;0;1;69;1;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:16;A 42;1;3;57;1;2;2;7;3;4;0;100;0;100;3;68;0;0;0;0;0;0;1;18;0;0;1;9;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:15;A 42;1;5;5;0;0;4;23;1;0;0;100;0;100;4;69;1;3;4;57;1;7;1;54;2;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
11.01.2024;13:14;A 42;1;6;7;2;1;3;25;4;5;0;100;0;100;2;49;1;39;2;8;1;2;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
11.01.2024;13:13;A 42;1;6;23;2;1;2;35;4;7;0;100;0;100;1;4;1;1;2;16;1;2;0;23;1;4;1;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:12;A 42;1;8;57;1;0;6;32;4;1;0;100;0;100;1;60;0;0;1;19;0;0;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:11;A 42;1;3;64;0;0;2;14;0;0;0;100;0;100;1;50;0;0;2;57;0;0;2;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:10;A 42;1;4;8;0;0;1;22;2;6;0;100;0;100;1;17;1;4;0;0;2;7;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:09;A 42;1;2;58;0;0;1;6;1;0;0;100;0;100;2;29;0;0;2;18;0;57;2;9;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:08;A 42;1;8;54;0;0;3;33;1;0;0;100;0;100;3;46;0;0;0;0;1;13;1;1;1;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:07;A 42;1;2;24;2;2;3;7;2;3;0;100;0;100;2;52;1;3;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0
11.01.2024;13:06;A 42;1;4;22;0;0;4;21;0;0;0;100;0;100;3;52;0;0;4;44;1;1;2;17;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:05;A 42;1;1;0;0;0;1;3;0;0;0;100;0;100;0;63;0;0;1;13;1;1;2;62;2;4;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:04;A 42;1;1;0;1;0;1;3;0;0;0;100;0;100;3;34;2;5;2;32;1;2;2;26;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:03;A 42;1;4;5;0;0;3;14;3;2;0;100;0;100;1;37;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:02;A 42;1;3;6;2;0;5;19;2;4;0;100;0;100;2;55;0;0;3;2;1;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:01;A 42;1;6;8;1;0;3;25;1;1;0;100;0;100;3;34;2;30;1;38;0;0;0;7;0;0;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:00;A 42;1;6;26;0;0;3;42;0;0;0;100;0;100;2;73;0;0;3;26;1;1;2;33;1;2;1;56;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
