Datum;Uhrzeit;Bezeichnung;Intervall;DK41Z;DK41B;V42Z;V42B;DK61Z;DK61B;DK62Z;DK62B;DK_71Z;DK_71B;V72Z;V72B;DK91Z;DK91B;V92Z;V92B;DK101Z;DK101B;V102Z;V102B;DK121Z;DK121B;V122Z;V122B;H53_M31_1112Z;H53_M31_1112B;S53_M32_ohneFuXZ;S53_M32_ohneFuXB;A53_M33_1114Z;A53_M33_1114B;H55_M51_1101/1XZ;H55_M51_1101/1XB;S55_M52_ohneFuXZ;S55_M52_ohneFuXB;A55_M53_425Z;A55_M53_425B;T1_1_2a_1Z;T1_1_2a_1B;T1_2_2a_2Z;T1_2_2a_2B;T2b_1_3_1Z;T2b_1_3_1B;T2b_2_3_2Z;T2b_2_3_2B;T5_1_6_1Z;T5_1_6_1B;T5_2_6_2Z;T5_2_6_2B;V22Z;V22B;V63Z;V63B
11.01.2024;13:19;A161;1;2;2;2;6;3;42;2;31;2;49;3;4;2;17;3;69;6;25;2;29;2;17;4;88;3;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
11.01.2024;13:18;A161;1;5;61;1;65;1;24;5;3;1;25;2;2;3;13;0;0;1;5;1;1;0;0;5;80;1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:17;A161;1;6;11;6;28;5;39;5;3;2;46;0;0;1;8;4;87;2;40;0;0;0;0;1;45;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
11.01.2024;13:16;A161;1;5;4;5;14;1;3;5;3;2;7;3;3;2;11;4;72;5;17;0;0;0;0;5;31;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:15;A161;1;3;2;2;7;7;43;3;1;4;52;1;0;0;0;3;65;1;20;2;3;0;0;7;34;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:14;A161;1;5;5;4;17;6;48;6;3;5;59;5;28;4;41;2;87;4;33;1;4;1;2;9;75;2;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:13;A161;1;3;12;3;12;2;15;3;8;2;8;5;5;2;13;4;41;3;23;4;38;2;7;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:12;A161;1;4;28;3;15;2;46;4;5;0;46;7;23;4;37;4;64;4;20;1;46;1;4;1;12;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:11;A161;1;4;60;2;30;2;29;2;26;1;36;5;19;3;37;5;25;3;24;3;16;3;10;5;82;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0
11.01.2024;13:10;A161;1;5;12;6;23;2;36;6;42;2;41;2;2;2;6;1;95;0;100;2;9;1;12;5;71;1;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:09;A161;1;5;14;2;23;3;49;4;3;2;52;6;21;4;28;4;82;4;40;4;35;1;30;7;84;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:08;A161;1;5;12;9;39;2;45;7;8;1;48;4;75;7;32;8;71;0;100;3;23;2;5;6;55;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:07;A161;1;1;0;4;3;3;53;2;1;1;55;6;49;3;58;2;67;5;85;2;5;0;12;3;17;1;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:06;A161;1;6;6;4;20;4;42;8;7;5;39;7;12;7;32;3;32;2;32;3;10;3;18;2;78;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:05;A161;1;8;9;5;27;2;26;8;5;1;29;8;28;1;66;1;36;2;52;2;74;2;60;1;62;1;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:04;A161;1;2;2;2;6;2;34;2;1;2;15;1;2;1;5;4;6;2;11;1;33;1;40;1;77;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:03;A161;1;0;6;0;0;2;46;0;0;2;16;3;3;2;8;2;1;1;5;1;16;1;6;5;68;1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:02;A161;1;6;37;5;32;3;48;5;17;3;17;5;17;4;20;1;44;4;7;2;26;1;28;5;33;3;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:01;A161;1;3;22;3;9;1;41;5;17;1;5;4;5;4;13;3;27;2;24;1;29;0;29;7;35;1;46;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:00;A161;1;2;10;2;20;3;52;2;7;2;48;1;0;1;3;5;54;3;19;2;13;1;17;6;20;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:59;A161;1;7;9;4;23;2;59;5;3;1;60;2;39;4;7;2;22;4;7;0;0;0;0;2;46;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:58;A161;1;9;27;2;35;4;37;4;4;2;43;2;2;2;6;3;6;2;3;0;0;0;0;2;79;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
