Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D31Z;D31B;D32Z;D32B;V33Z;V33B;D51Z;D51B;D52Z;D52B;D53Z;D53B;D54Z;D54B;V55Z;V55B;V56Z;V56B;V57Z;V57B;V58Z;V58B;V71Z;V71B;D81Z;D81B;V82Z;V82B;D91Z;D91B;D92Z;D92B;V93Z;V93B;D111Z;D111B;D112Z;D112B;D113Z;D113B;V114Z;V114B;V115Z;V115B;V116Z;V116B;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;T4_sZ;T4_sB;T4_bZ;T4_bB;T7_sZ;T7_sB;T7_bZ;T7_bB;T8_sZ;T8_sB;T8_bZ;T8_bB;T9_sZ;T9_sB;T9_bZ;T9_bB;T10_sZ;T10_sB;T10_bZ;T10_bB;MP1_A51Z;MP1_A51B;MP2_A51Z;MP2_A51B;MP1Z;MP1B;MP2_A52Z;MP2_A52B;MP3_A52Z;MP3_A52B;MP2Z;MP2B;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;V4_IOZ;V4_IOB
11.01.2024;13:19;A 27;1;4;61;1;11;1;77;2;4;0;0;1;0;0;0;4;9;0;0;1;2;2;46;0;0;0;0;0;0;4;42;2;67;3;60;4;56;1;72;4;53;5;38;1;3;4;63;2;54;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:18;A 27;1;2;4;1;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;2;21;0;0;0;0;0;0;2;4;4;6;0;68;0;0;0;0;6;33;5;26;1;3;2;44;1;38;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:17;A 27;1;6;48;2;13;2;76;2;2;2;13;0;0;1;0;3;5;1;4;0;0;2;23;0;3;1;3;1;39;7;46;0;63;5;45;2;33;1;46;5;8;2;4;1;2;4;29;2;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:16;A 27;1;8;10;3;20;4;6;2;7;0;0;1;8;3;7;6;63;1;78;1;12;2;90;3;69;2;7;1;11;1;15;1;20;0;0;2;4;2;12;6;17;6;27;1;29;2;48;1;73;2;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:15;A 27;1;2;3;2;19;0;0;0;0;0;0;3;19;3;13;4;45;0;0;3;50;1;59;1;51;1;2;0;0;3;5;3;80;0;0;0;0;0;0;4;7;3;6;2;4;2;24;3;21;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:14;A 27;1;7;9;2;7;0;0;0;0;0;2;1;12;2;4;5;37;0;0;1;13;1;83;2;62;1;2;0;0;1;1;3;7;3;6;5;6;0;0;3;4;3;2;2;2;3;15;3;11;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:13;A 27;1;11;72;0;0;3;77;2;3;3;17;1;38;1;1;3;47;0;0;3;34;2;65;1;8;0;0;1;0;3;12;1;35;1;35;1;2;1;28;3;3;3;3;0;0;3;16;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:12;A 27;1;9;50;0;0;1;47;1;1;1;6;1;2;2;39;6;51;0;0;2;30;3;82;1;67;1;5;0;0;2;1;2;7;2;46;1;2;1;15;3;91;2;82;1;0;0;100;2;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:11;A 27;1;7;76;1;6;7;20;4;56;1;6;0;31;2;1;3;4;0;0;0;0;2;21;2;13;0;0;0;0;1;1;1;11;0;100;0;0;0;100;4;41;5;36;1;2;2;54;3;56;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
11.01.2024;13:10;A 27;1;2;6;1;6;0;100;1;2;0;3;1;22;2;15;3;7;1;4;1;4;2;29;0;21;1;3;1;2;6;16;3;50;1;41;2;4;3;20;5;49;6;32;2;15;1;69;4;54;2;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
