Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
12.01.2024;01:00;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:59;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:58;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:57;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:56;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:55;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:54;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:53;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:52;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:51;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:50;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:49;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:48;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:47;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:46;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:45;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:44;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:43;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:42;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:41;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:40;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:39;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:38;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:37;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:36;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:35;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:34;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:33;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:32;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:31;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:30;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:29;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:28;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:27;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:26;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:25;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:24;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:23;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:22;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:21;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:20;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:19;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:18;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:17;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:16;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:15;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:14;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:13;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:12;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:11;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:10;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:09;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:08;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:07;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:06;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:05;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:04;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:03;A171;1;0;0;0;0;0;0;0;0
12.01.2024;00:02;A171;1;0;0;0;0;0;0;0;0
