Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
11.01.2024;13:19;A 50;1;3;2;3;7;3;1;0;0;1;15;0;0;4;14;2;4;1;0;0;0;2;3;0;100;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:18;A 50;1;6;5;4;32;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;6;20;0;100;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:17;A 50;1;3;3;3;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;0;100;0;76;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0
11.01.2024;13:16;A 50;1;11;8;7;27;3;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;6;11;1;52;1;34;0;0;1;4;3;2;0;0;0;0;3;5;0;0;0;0
11.01.2024;13:15;A 50;1;3;2;2;7;2;53;1;7;1;51;0;0;1;4;0;0;1;0;0;0;3;29;3;42;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:14;A 50;1;7;5;7;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;3;4;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:13;A 50;1;7;6;5;21;2;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;4;10;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:12;A 50;1;4;2;4;10;3;1;0;0;1;53;0;0;1;4;0;20;1;43;0;8;7;49;4;71;0;0;1;59;0;0;1;4;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:11;A 50;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;2;32;2;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:10;A 50;1;15;36;5;70;0;0;0;0;0;0;0;0;0;0;0;100;3;31;1;35;6;28;5;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:09;A 50;1;1;1;2;14;1;0;0;0;0;0;0;0;0;0;0;100;1;0;1;5;2;8;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:08;A 50;1;4;4;3;64;3;11;2;8;2;48;0;0;3;51;1;98;0;0;0;0;4;66;2;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:07;A 50;1;4;3;4;15;2;2;1;5;1;1;0;0;1;2;1;99;0;0;0;0;9;43;4;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:06;A 50;1;2;4;0;50;3;1;0;0;0;0;0;0;0;0;0;100;2;1;0;0;9;59;1;85;0;0;3;1;0;0;1;3;0;0;0;0;1;1;0;0;0;0
11.01.2024;13:05;A 50;1;7;9;6;43;2;10;2;24;1;1;0;0;1;2;2;96;25;7;2;9;5;55;2;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:04;A 50;1;6;4;4;16;1;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;2;33;2;38;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:03;A 50;1;4;11;1;45;1;15;1;6;0;0;0;0;0;0;0;100;0;0;0;0;2;12;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:02;A 50;1;8;32;3;53;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;8;11;4;45;0;0;1;41;0;0;1;4;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:01;A 50;1;10;57;2;84;1;0;0;0;0;0;0;0;0;0;0;100;0;33;0;0;1;34;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;13:00;A 50;1;3;4;3;9;3;1;0;0;0;0;0;0;0;0;0;100;1;52;1;5;7;9;6;35;0;0;1;39;0;0;1;8;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:59;A 50;1;2;14;2;30;1;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;2;53;2;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:58;A 50;1;10;46;2;80;2;2;1;4;0;69;0;0;0;69;0;100;0;0;0;0;2;43;1;10;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:57;A 50;1;5;19;2;77;6;6;0;0;3;57;0;0;1;70;2;55;5;1;0;0;2;46;3;12;2;13;1;0;1;3;4;4;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:56;A 50;1;4;2;3;7;1;53;1;59;0;100;0;0;0;100;0;0;0;0;0;0;5;3;5;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;12:55;A 50;1;3;4;2;20;1;8;0;0;1;18;0;0;1;21;1;4;0;0;1;7;4;11;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:54;A 50;1;3;3;3;7;1;47;1;5;0;0;0;0;0;0;0;0;0;0;0;0;4;22;2;35;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0
11.01.2024;12:53;A 50;1;3;2;3;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;44;3;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11.01.2024;12:52;A 50;1;8;5;6;19;4;3;2;9;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;12:51;A 50;1;4;3;4;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;6;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:50;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;61;1;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:49;A 50;1;10;7;10;27;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0
11.01.2024;12:48;A 50;1;6;4;4;40;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:47;A 50;1;6;5;4;42;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;25;1;32;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;12:46;A 50;1;6;4;6;18;0;0;0;0;0;0;1;0;0;0;0;0;1;45;0;48;2;30;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:45;A 50;1;4;2;4;26;5;1;0;0;0;0;0;0;0;0;0;0;3;0;3;1;5;21;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:44;A 50;1;9;8;8;49;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:43;A 50;1;6;3;5;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;17;3;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:42;A 50;1;9;19;3;61;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;37;2;32;1;67;1;30;1;8;3;10;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:41;A 50;1;6;39;3;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:40;A 50;1;1;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;20;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:39;A 50;1;4;2;3;9;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;8;25;5;50;1;2;0;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:38;A 50;1;6;4;4;15;3;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;7;7;3;25;0;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1
11.01.2024;12:37;A 50;1;4;3;4;15;3;2;2;6;1;12;0;0;1;16;1;17;0;0;0;0;4;2;2;8;1;29;0;0;1;6;3;30;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:36;A 50;1;6;19;1;46;3;1;0;0;1;28;0;0;0;32;0;0;0;0;0;0;5;42;2;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:35;A 50;1;3;2;3;8;0;0;0;0;1;96;0;0;2;61;0;0;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2024;12:34;A 50;1;0;0;0;20;2;1;1;2;0;0;0;0;0;0;0;0;3;0;0;0;6;25;1;44;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.01.2024;12:33;A 50;1;11;9;10;59;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;34;3;44;0;0;1;5;0;0;1;4;0;0;0;0;0;0;0;0;0;0
