Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
11.01.2024;13:19;A 77;1;1;3;2;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:18;A 77;1;2;7;3;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:17;A 77;1;2;19;2;20;1;18;2;3;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:16;A 77;1;3;26;1;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:15;A 77;1;3;23;2;19;3;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:14;A 77;1;3;13;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:13;A 77;1;1;9;1;58;2;15;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
11.01.2024;13:12;A 77;1;1;4;2;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:11;A 77;1;2;4;3;20;1;14;0;0;1;1;1;1;0;0;;;;;;;;;;;;;;
11.01.2024;13:10;A 77;1;2;14;4;30;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:09;A 77;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:08;A 77;1;3;8;2;71;2;16;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
11.01.2024;13:07;A 77;1;1;54;1;86;2;20;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:06;A 77;1;4;30;0;0;0;0;1;0;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:05;A 77;1;0;0;2;8;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:04;A 77;1;3;7;1;61;1;20;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:03;A 77;1;2;9;3;31;1;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:02;A 77;1;1;5;4;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:01;A 77;1;1;5;1;28;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;13:00;A 77;1;2;8;4;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:59;A 77;1;3;11;1;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:58;A 77;1;2;11;1;33;1;12;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:57;A 77;1;2;18;2;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:56;A 77;1;0;0;1;15;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:55;A 77;1;2;18;2;25;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:54;A 77;1;4;16;1;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:53;A 77;1;4;21;2;17;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:52;A 77;1;4;16;5;35;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:51;A 77;1;4;46;3;70;2;13;0;0;0;0;1;1;1;1;;;;;;;;;;;;;;
11.01.2024;12:50;A 77;1;2;58;1;9;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:49;A 77;1;1;19;3;38;3;13;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:48;A 77;1;1;10;4;58;1;26;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:47;A 77;1;4;11;3;33;1;5;0;0;0;0;2;3;1;1;;;;;;;;;;;;;;
11.01.2024;12:46;A 77;1;2;12;2;35;0;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:45;A 77;1;1;13;0;0;3;33;0;0;1;1;2;3;1;1;;;;;;;;;;;;;;
11.01.2024;12:44;A 77;1;3;9;1;20;1;18;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:43;A 77;1;3;25;2;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:42;A 77;1;2;20;3;21;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:41;A 77;1;1;2;4;43;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:40;A 77;1;1;5;3;57;1;12;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
11.01.2024;12:39;A 77;1;4;16;1;12;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.01.2024;12:38;A 77;1;2;8;2;12;1;3;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
