Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;V51Z;V51B;D52Z;D52B;D111Z;D111B;V111Z;V111B;D112Z;D112B;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB;TF31Z;TF31B;TB31BZ;TB31BB;TF31aZ;TF31aB;TB31aZ;TB31aB
05.10.2024;10:05;A185;1;1;0;1;3;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;10:04;A185;1;3;3;3;7;0;100;2;3;2;12;2;3;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;10:03;A185;1;2;1;2;6;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;10:02;A185;1;2;1;1;6;0;100;2;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;10:01;A185;1;4;3;1;4;0;100;6;7;3;30;7;4;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;10:00;A185;1;2;1;2;8;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:59;A185;1;4;3;3;15;0;100;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:58;A185;1;0;0;1;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:57;A185;1;1;0;1;4;0;100;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:56;A185;1;0;0;0;0;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:55;A185;1;0;0;0;0;0;100;3;3;2;13;3;2;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:54;A185;1;6;8;4;29;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:53;A185;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:52;A185;1;3;1;4;11;0;100;5;3;3;18;5;3;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:51;A185;1;3;2;3;12;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:50;A185;1;2;1;1;5;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:49;A185;1;4;5;3;22;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:48;A185;1;2;1;1;4;0;100;2;1;2;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:47;A185;1;1;0;1;3;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:46;A185;1;1;2;0;0;0;100;4;4;1;20;4;4;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:45;A185;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:44;A185;1;2;1;3;7;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:43;A185;1;2;1;2;4;0;100;3;2;2;9;3;2;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:42;A185;1;1;0;1;3;0;100;4;3;1;12;4;3;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:41;A185;1;1;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:40;A185;1;0;0;0;0;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:39;A185;1;5;2;4;10;0;100;5;3;2;14;3;1;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:38;A185;1;6;9;1;60;0;100;3;4;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:37;A185;1;0;0;1;13;0;100;1;0;3;16;2;2;0;0;0;0;1;1;0;0;0;0;0;0
05.10.2024;09:36;A185;1;2;1;2;12;0;100;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
05.10.2024;09:35;A185;1;2;1;2;3;0;100;2;2;2;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:34;A185;1;2;2;1;8;0;100;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:33;A185;1;1;0;1;3;0;100;1;5;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:32;A185;1;6;4;6;17;0;100;1;0;1;31;2;5;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:31;A185;1;1;1;1;7;0;100;1;3;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2024;09:30;A185;1;3;1;5;10;0;100;1;0;1;5;1;0;0;0;0;0;0;0;1;1;0;0;0;0
05.10.2024;09:29;A185;1;1;0;0;0;0;100;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
