Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
09.11.2024;01:00;A 11;1;2;8;0;0;0;0;1;1;0;1;0;0;0;100;0;100;0;0;0;0;0;0;1;10;0;3;0;1;0;0;0;0
09.11.2024;00:59;A 11;1;0;0;2;11;0;0;0;0;4;5;0;0;0;100;0;100;0;0;0;0;0;0;3;8;6;45;5;32;0;0;0;0
09.11.2024;00:58;A 11;1;0;0;4;77;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0
09.11.2024;00:57;A 11;1;0;0;1;10;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;4;2;9;1;2;3;7;1;8
09.11.2024;00:56;A 11;1;0;5;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0
09.11.2024;00:55;A 11;1;3;22;0;0;0;0;1;0;2;1;0;0;0;100;0;100;0;0;0;0;0;0;2;4;2;7;2;11;2;6;0;0
09.11.2024;00:54;A 11;1;3;14;2;20;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;5
09.11.2024;00:53;A 11;1;3;6;0;0;0;0;2;3;3;8;0;0;0;100;0;100;0;0;0;0;0;0;2;49;2;48;2;36;2;5;1;2
09.11.2024;00:52;A 11;1;0;0;0;0;0;0;2;2;2;2;0;0;0;100;0;100;0;0;0;0;0;0;3;18;2;14;2;13;2;8;0;0
09.11.2024;00:51;A 11;1;1;45;2;23;0;0;2;4;3;4;0;0;0;100;0;100;0;0;0;0;0;0;3;49;4;34;3;26;0;0;0;0
09.11.2024;00:50;A 11;1;2;27;3;17;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;5
09.11.2024;00:49;A 11;1;2;9;5;72;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0
09.11.2024;00:48;A 11;1;2;46;4;14;0;0;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;2;1;9;1;9;0;0;0;0
09.11.2024;00:47;A 11;1;1;9;0;0;0;0;1;1;3;4;0;0;0;100;0;100;0;0;0;0;0;0;2;7;3;28;3;19;1;2;1;7
09.11.2024;00:46;A 11;1;0;0;0;0;0;0;1;1;2;4;0;0;0;100;0;100;0;0;0;0;0;0;3;14;4;16;2;21;1;4;0;0
09.11.2024;00:45;A 11;1;1;6;3;32;0;0;2;2;1;2;0;0;0;100;0;100;0;0;0;0;0;0;3;17;2;12;1;13;0;0;0;0
09.11.2024;00:44;A 11;1;1;58;2;9;0;0;1;1;3;2;0;0;0;100;0;100;0;0;0;0;0;0;3;18;3;22;3;29;0;0;0;0
