Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
23.04.2024;02:00;A108;1;1;14;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:59;A108;1;1;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:58;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:57;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:56;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:55;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:54;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:53;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:52;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:51;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:50;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:49;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:48;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:47;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:46;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:45;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:44;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:43;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:42;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:41;A108;1;0;0;1;7;0;0;0;0;0;0;0;0
23.04.2024;01:40;A108;1;1;9;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:39;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:38;A108;1;0;0;1;11;0;0;0;0;0;0;0;0
23.04.2024;01:37;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:36;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:35;A108;1;1;6;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:34;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:33;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:32;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:31;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:30;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:29;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:28;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:27;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:26;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:25;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:24;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:23;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:22;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:21;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:20;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:19;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:18;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:17;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:16;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:15;A108;1;1;8;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:14;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:13;A108;1;0;0;1;6;0;0;0;0;0;0;0;0
23.04.2024;01:12;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:11;A108;1;1;6;1;11;0;0;0;0;0;0;0;0
23.04.2024;01:10;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:09;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:08;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:07;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:06;A108;1;3;5;1;9;0;0;0;0;0;0;0;0
23.04.2024;01:05;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:04;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:03;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:02;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:01;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;01:00;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:59;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:58;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:57;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:56;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:55;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:54;A108;1;1;7;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:53;A108;1;0;0;1;10;0;0;0;0;0;0;0;0
23.04.2024;00:52;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:51;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:50;A108;1;1;7;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:49;A108;1;0;0;1;5;0;0;0;0;0;0;0;0
23.04.2024;00:48;A108;1;0;0;2;2;0;0;0;0;0;0;0;0
23.04.2024;00:47;A108;1;0;0;3;29;0;0;0;0;0;0;0;0
23.04.2024;00:46;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:45;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:44;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:43;A108;1;0;0;2;15;0;0;0;0;0;0;0;0
23.04.2024;00:42;A108;1;0;0;1;7;0;0;0;0;0;0;0;0
23.04.2024;00:41;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:40;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:39;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:38;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:37;A108;1;0;0;1;11;0;0;0;0;0;0;0;0
23.04.2024;00:36;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:35;A108;1;3;7;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:34;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:33;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:32;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:31;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:30;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:29;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:28;A108;1;0;0;2;4;0;0;0;0;0;0;0;0
23.04.2024;00:27;A108;1;0;0;1;11;0;0;0;0;0;0;0;0
23.04.2024;00:26;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:25;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:24;A108;1;0;4;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:23;A108;1;1;8;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:22;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:21;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:20;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:19;A108;1;1;8;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:18;A108;1;1;7;0;0;0;0;0;0;0;0;0;0
23.04.2024;00:17;A108;1;0;0;1;9;0;0;0;0;0;0;0;0
