Datum;Uhrzeit;Bezeichnung;Intervall;V51_A9/M2_510Z;V51_A9/M2_510B;H51_A135/1_492Z;H51_A135/1_492B;A51_M1_493Z;A51_M1_493B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_1290/12XZ;A55_M2_1290/12XB;MP3_SL_A110Z;MP3_SL_A110B;Anf_32Z;Anf_32B
09.08.2024;02:00;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:59;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:58;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:57;A 74;1;0;0;0;0;1;11;0;0;0;0;0;0;0;0
09.08.2024;01:56;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:55;A 74;1;0;0;0;0;0;0;0;0;3;10;0;0;0;0
09.08.2024;01:54;A 74;1;0;0;0;0;0;0;0;0;1;13;0;0;0;0
09.08.2024;01:53;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:52;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:51;A 74;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
09.08.2024;01:50;A 74;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
09.08.2024;01:49;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:48;A 74;1;0;0;0;0;3;7;0;0;1;2;0;0;0;0
09.08.2024;01:47;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:46;A 74;1;0;0;0;8;0;0;0;0;2;4;0;0;0;0
09.08.2024;01:45;A 74;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:44;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:43;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.08.2024;01:42;A 74;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0
