Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
21.01.2025;01:00;A 70;1;0;0;1;19;1;19;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:59;A 70;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:58;A 70;1;0;0;1;66;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:57;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:56;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:55;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:54;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:53;A 70;1;0;0;0;0;2;41;1;2;1;31;0;0;0;49;0;100;1;37;0;0;0;0;;;;;;;;;;
21.01.2025;00:52;A 70;1;0;0;0;0;2;5;1;2;1;1;0;0;2;25;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:51;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:50;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;61;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:49;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:48;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:47;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
21.01.2025;00:46;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:45;A 70;1;0;0;0;0;1;1;1;1;1;0;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:44;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:43;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:42;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:41;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:40;A 70;1;0;0;1;1;0;0;2;3;1;1;0;0;1;16;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:39;A 70;1;1;72;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:38;A 70;1;0;0;0;31;0;30;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:37;A 70;1;0;0;1;38;1;37;3;3;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:36;A 70;1;0;0;1;45;0;0;1;1;0;0;0;0;0;44;0;100;1;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:35;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;1;25;0;100;1;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:34;A 70;1;0;0;1;5;0;36;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:33;A 70;1;0;0;0;0;1;38;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:32;A 70;1;0;0;1;62;1;60;1;1;0;0;0;0;1;71;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:31;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:30;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:29;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:28;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:27;A 70;1;0;0;0;0;0;0;2;2;3;1;0;0;1;6;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:26;A 70;1;0;0;1;36;0;0;1;1;0;0;0;0;2;7;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:25;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:24;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:23;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:22;A 70;1;0;0;1;18;1;1;0;0;0;0;0;0;1;4;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:21;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:20;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;100;1;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:19;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;2;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:18;A 70;1;0;0;0;0;1;2;0;0;1;1;0;0;1;68;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:17;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;64;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:16;A 70;1;0;25;0;0;0;0;0;0;0;0;0;0;1;8;0;100;1;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:15;A 70;1;1;45;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:14;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;14;0;0;0;0;;;;;;;;;;
21.01.2025;00:13;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:12;A 70;1;0;0;0;0;1;2;0;0;1;0;0;0;0;13;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:11;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;1;55;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:10;A 70;1;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:09;A 70;1;0;0;0;0;1;1;2;3;3;4;0;0;0;36;0;100;1;3;0;0;0;0;;;;;;;;;;
21.01.2025;00:08;A 70;1;0;0;0;37;2;1;3;3;3;3;0;0;1;41;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:07;A 70;1;0;0;2;36;1;5;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:06;A 70;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;100;0;0;1;2;1;2;;;;;;;;;;
21.01.2025;00:05;A 70;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:04;A 70;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:03;A 70;1;0;0;2;25;0;0;1;1;1;1;0;0;0;30;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:02;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;42;0;100;0;0;0;0;0;0;;;;;;;;;;
21.01.2025;00:01;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
21.01.2025;00:00;A 70;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:59;A 70;1;0;0;2;13;0;26;0;0;1;1;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
20.01.2025;23:58;A 70;1;0;0;0;0;1;46;1;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:57;A 70;1;0;0;0;0;1;1;0;0;1;1;0;0;1;71;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:56;A 70;1;0;0;0;66;1;25;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:55;A 70;1;0;0;1;1;0;0;1;1;2;1;0;0;0;1;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:54;A 70;1;0;0;0;0;0;0;0;0;1;1;0;0;1;3;0;100;1;1;0;0;0;0;;;;;;;;;;
20.01.2025;23:53;A 70;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;100;1;2;0;0;0;0;;;;;;;;;;
20.01.2025;23:52;A 70;1;0;0;1;69;0;0;2;3;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:51;A 70;1;0;0;0;0;0;0;1;3;0;0;0;0;1;59;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:50;A 70;1;0;0;0;0;1;1;2;2;1;1;0;0;1;13;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:49;A 70;1;0;0;0;0;0;0;2;2;2;2;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:48;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:47;A 70;1;0;0;1;68;2;39;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;0;;;;;;;;;;
20.01.2025;23:46;A 70;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;4;0;0;0;0;;;;;;;;;;
20.01.2025;23:45;A 70;1;0;0;0;0;1;8;1;2;1;1;0;0;1;1;0;100;1;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:44;A 70;1;1;1;0;0;0;61;0;0;1;1;0;0;1;1;0;100;1;1;0;0;0;0;;;;;;;;;;
20.01.2025;23:43;A 70;1;0;0;0;0;1;10;2;2;2;1;0;0;0;0;0;100;1;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:42;A 70;1;1;20;0;0;1;17;2;3;1;1;0;0;0;23;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:41;A 70;1;1;17;0;0;1;59;0;0;1;0;0;0;1;52;0;100;0;0;0;0;0;0;;;;;;;;;;
20.01.2025;23:40;A 70;1;0;0;0;0;0;0;1;1;0;0;0;0;1;46;0;100;0;0;0;0;0;0;;;;;;;;;;
