Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D51Z;D51B;V52Z;V52B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D111Z;D111B;V112Z;V112B;D95Z;D95B;D911Z;D911B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB
28.12.2024;01:00;A 84;1;4;3;0;0;4;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;22;1;6;7;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:59;A 84;1;1;5;0;0;1;12;0;0;0;0;0;0;1;1;0;0;1;10;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:58;A 84;1;2;13;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;39;2;26;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:57;A 84;1;0;0;0;0;0;0;0;0;1;32;1;1;1;41;0;0;0;7;0;0;1;2;1;16;5;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:56;A 84;1;0;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;13;0;0;2;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:55;A 84;1;3;9;0;0;3;22;0;0;1;16;2;2;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:54;A 84;1;1;0;0;0;1;4;0;0;0;0;0;0;2;1;0;0;2;14;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:53;A 84;1;1;1;0;0;1;6;0;0;0;0;0;0;1;38;0;0;1;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:52;A 84;1;1;0;0;0;1;6;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
28.12.2024;00:51;A 84;1;1;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
