Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
28.12.2024;00:55;A 10;1;1;1;1;1;0;0;0;0;1;27;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0
28.12.2024;00:54;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2024;00:48;A 10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2024;00:39;A 10;1;0;0;0;0;0;0;1;19;1;43;1;42;0;0;1;1;0;0;1;41;0;0;1;41;0;0;0;0;1;42;1;1
28.12.2024;00:23;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2024;00:21;A 10;1;0;0;1;2;0;0;0;0;1;46;1;46;2;2;0;0;0;0;1;46;0;0;0;0;0;0;0;0;1;46;1;1
28.12.2024;00:18;A 10;1;0;0;0;0;0;0;1;21;1;64;1;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;64;0;0
28.12.2024;00:10;A 10;1;0;0;0;0;0;0;0;0;1;36;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35;0;0
28.12.2024;00:04;A 10;1;1;1;1;1;0;0;0;0;1;19;1;19;1;2;0;0;0;0;1;31;0;0;1;6;0;0;0;0;0;0;2;8
28.12.2024;00:03;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:59;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:58;A 10;1;0;0;2;3;1;1;0;0;1;65;1;65;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
27.12.2024;23:55;A 10;1;0;0;1;31;0;0;0;0;0;100;0;100;0;0;1;1;2;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:54;A 10;1;0;0;0;0;0;0;0;0;1;2;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:51;A 10;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:49;A 10;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:47;A 10;1;0;0;0;0;0;0;0;0;1;4;1;4;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;2;0;0
27.12.2024;23:46;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:42;A 10;1;0;0;1;2;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:41;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:40;A 10;1;1;1;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:39;A 10;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:38;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:33;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:31;A 10;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;9;0;0;0;0;0;0;0;0
27.12.2024;23:19;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:13;A 10;1;0;0;1;1;0;0;0;0;1;12;1;12;0;0;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;23:04;A 10;1;1;1;1;1;0;0;0;0;1;57;1;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:49;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:45;A 10;1;0;0;0;0;0;0;0;0;1;7;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:42;A 10;1;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
27.12.2024;22:39;A 10;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:36;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;1
27.12.2024;22:35;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68;1;2
27.12.2024;22:33;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0
27.12.2024;22:32;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;23
27.12.2024;22:31;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
27.12.2024;22:29;A 10;1;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
27.12.2024;22:28;A 10;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:27;A 10;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:21;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:20;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:15;A 10;1;1;2;0;0;1;2;1;11;1;36;1;35;1;1;0;0;3;28;0;0;0;0;0;0;0;0;0;0;1;35;0;0
27.12.2024;22:09;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:04;A 10;1;0;0;1;2;0;0;0;0;1;1;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:03;A 10;1;0;0;1;2;1;2;0;0;1;19;1;19;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;22:02;A 10;1;0;0;2;2;1;0;0;0;1;34;1;34;1;1;0;0;0;0;1;34;0;0;0;0;0;0;0;0;0;0;2;3
27.12.2024;21:57;A 10;1;0;0;1;38;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:55;A 10;1;3;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:52;A 10;1;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:49;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;47
27.12.2024;21:47;A 10;1;0;0;2;2;1;1;0;0;0;100;0;100;0;0;2;3;0;0;2;7;0;2;0;0;0;0;0;0;1;4;1;1
27.12.2024;21:46;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;2;4;1;2;1;2;1;50;1;32;0;0;0;0;0;0;1;1;0;0
27.12.2024;21:45;A 10;1;1;1;1;2;0;0;0;0;0;100;0;100;2;2;1;1;0;0;4;88;1;65;0;0;0;0;0;0;0;0;9;14
27.12.2024;21:44;A 10;1;0;0;0;0;0;0;0;0;0;100;0;100;1;1;1;2;3;5;1;44;0;0;0;0;0;0;0;0;0;0;1;1
27.12.2024;21:43;A 10;1;1;1;0;0;1;1;1;1;0;100;0;100;1;1;0;0;1;3;0;0;2;55;1;52;0;0;0;0;1;1;4;7
27.12.2024;21:42;A 10;1;0;0;2;2;0;0;1;3;0;100;0;100;0;0;2;2;2;4;3;40;0;0;0;0;0;0;0;0;1;2;1;2
27.12.2024;21:41;A 10;1;2;2;3;5;3;4;0;0;0;100;0;100;1;1;0;0;1;2;1;49;0;0;0;0;0;0;0;0;1;4;3;4
27.12.2024;21:40;A 10;1;0;0;2;3;0;0;0;0;0;100;0;100;2;3;0;0;2;3;2;59;0;0;0;0;0;0;0;0;1;2;2;3
27.12.2024;21:39;A 10;1;2;4;0;0;0;0;0;0;0;100;0;100;0;0;2;4;1;2;2;70;0;0;0;0;0;0;0;0;1;2;4;8
27.12.2024;21:38;A 10;1;1;2;3;3;0;0;1;3;1;69;1;69;4;6;2;3;2;7;2;2;0;0;1;2;0;0;1;2;0;0;1;2
27.12.2024;21:33;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:31;A 10;1;1;1;1;1;0;0;0;0;1;44;1;44;0;0;1;17;1;2;0;0;1;48;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:22;A 10;1;0;0;0;0;0;0;0;0;1;42;1;42;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:20;A 10;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:18;A 10;1;0;0;0;0;0;0;0;0;1;69;1;69;1;1;2;36;3;41;1;42;0;0;0;0;0;0;0;0;2;5;1;2
27.12.2024;21:10;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:01;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;21:00;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2
27.12.2024;20:58;A 10;1;1;2;0;0;1;1;0;0;0;0;0;0;1;2;2;3;2;6;2;2;1;5;1;0;0;0;0;0;0;0;0;0
27.12.2024;20:57;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;20:56;A 10;1;3;4;3;2;0;0;0;0;0;0;0;0;1;2;3;4;2;3;1;47;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;20:55;A 10;1;3;8;2;3;1;2;1;11;0;0;0;0;3;5;1;1;3;5;1;76;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;20:54;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;20:51;A 10;1;2;6;1;30;0;0;1;5;0;0;0;0;4;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2024;20:50;A 10;1;4;6;3;3;0;0;0;0;0;0;0;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
