Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
28.11.2024;02:37;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:36;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:35;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:34;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:33;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:32;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:31;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:30;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:29;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:28;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:27;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:26;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:25;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:24;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:23;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:22;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:21;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:20;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:19;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:18;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:17;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:16;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:15;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:14;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:13;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:12;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:11;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:10;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:09;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:08;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:07;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:06;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:05;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:04;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:03;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:02;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:01;A124;1;0;0;0;0;0;0;0;0
28.11.2024;02:00;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:59;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:58;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:57;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:56;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:55;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:54;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:53;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:52;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:51;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:50;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:49;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:48;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:47;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:46;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:45;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:44;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:43;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:42;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:41;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:40;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:39;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:38;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:37;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:36;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:35;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:34;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:33;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:32;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:31;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:30;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:29;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:28;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:27;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:26;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:25;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:24;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:23;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:22;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:21;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:20;A124;1;0;0;0;0;0;0;0;0
28.11.2024;01:19;A124;1;0;0;0;0;0;0;0;0
