Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
12.04.2024;01:14;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:56;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:55;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:54;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:53;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:52;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;23:51;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:43;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:42;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:41;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:40;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:39;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;18:38;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;06:20;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;06:19;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;06:18;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;06:17;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;06:16;A 93;1;0;0;0;0;0;0;0;0
11.04.2024;05:40;A 93;1;0;0;0;0;0;0;0;0
