Datum;Uhrzeit;Bezeichnung;Intervall;HAMP01Z;HAMP01B;ABMP02Z;ABMP02B;HAMP03Z;HAMP03B;ABMP04Z;ABMP04B;T1Z;T1B;T2Z;T2B
12.04.2024;01:15;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:57;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:56;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:44;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:43;A 79;1;0;0;0;0;1;2;1;2;0;0;0;0
11.04.2024;18:42;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:41;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:40;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:39;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:21;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:20;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:19;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:18;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:17;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;05:41;A 79;1;0;0;0;0;0;0;0;0;0;0;0;0
