Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
12.04.2024;01:57;A173;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:41;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:33;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:31;A173;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:23;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:15;A173;1;1;5;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:11;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;01:03;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;00:57;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;00:55;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;00:39;A173;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;00:27;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2024;00:10;A173;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:57;A173;1;1;5;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:56;A173;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A173;1;2;14;3;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A173;1;1;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
11.04.2024;23:53;A173;1;1;9;0;0;5;5;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0
11.04.2024;23:52;A173;1;2;4;4;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:51;A173;1;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:44;A173;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:36;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:25;A173;1;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
11.04.2024;23:11;A173;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:02;A173;1;1;7;6;19;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:57;A173;1;1;6;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:47;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:44;A173;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:39;A173;1;2;16;3;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:30;A173;1;2;7;3;10;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:24;A173;1;1;5;2;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
11.04.2024;22:18;A173;1;1;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:06;A173;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;22:03;A173;1;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;21:56;A173;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
11.04.2024;21:49;A173;1;1;35;1;3;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;21:39;A173;1;1;4;4;16;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;21:28;A173;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;21:14;A173;1;3;18;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;21:04;A173;1;2;9;3;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;20:57;A173;1;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;20:41;A173;1;4;21;1;5;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;20:21;A173;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;20:17;A173;1;2;59;0;0;3;48;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
11.04.2024;20:13;A173;1;3;13;1;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;20:06;A173;1;2;8;1;9;2;4;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;19:49;A173;1;1;14;1;31;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
11.04.2024;19:42;A173;1;2;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
