Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
12.04.2024;01:56;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:40;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:32;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:30;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:22;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:14;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:10;A171;1;0;0;0;0;0;0;0;0
12.04.2024;01:02;A171;1;0;0;0;0;0;0;0;0
12.04.2024;00:56;A171;1;0;0;0;0;0;0;0;0
12.04.2024;00:54;A171;1;0;0;0;0;0;0;0;0
12.04.2024;00:38;A171;1;0;0;0;0;0;0;0;0
12.04.2024;00:26;A171;1;0;0;0;0;0;0;0;0
12.04.2024;00:09;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:56;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:55;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:54;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:53;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:52;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:51;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:50;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:43;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:35;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:24;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:10;A171;1;0;0;0;0;0;0;0;0
11.04.2024;23:01;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:56;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:46;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:38;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:29;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:17;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:05;A171;1;0;0;0;0;0;0;0;0
11.04.2024;22:02;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:55;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:48;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:38;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:27;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:13;A171;1;0;0;0;0;0;0;0;0
11.04.2024;21:03;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:56;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:40;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:20;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:16;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:12;A171;1;0;0;0;0;0;0;0;0
11.04.2024;20:05;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:48;A171;1;0;0;0;0;0;0;0;0
