Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
11.04.2024;19:41;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:29;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:23;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:16;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:09;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:02;A171;1;0;0;0;0;0;0;0;0
11.04.2024;19:00;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:43;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:42;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:41;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:40;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:39;A171;1;0;0;0;0;0;0;0;0
11.04.2024;18:38;A171;1;0;0;0;0;0;0;0;0
11.04.2024;17:22;A171;1;0;0;0;0;0;0;0;0
11.04.2024;17:04;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:57;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:50;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:44;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:37;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:28;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:17;A171;1;0;0;0;0;0;0;0;0
11.04.2024;16:09;A171;1;0;0;0;0;0;0;0;0
11.04.2024;15:54;A171;1;0;0;0;0;0;0;0;0
11.04.2024;15:38;A171;1;0;0;0;0;0;0;0;0
11.04.2024;15:28;A171;1;0;0;0;0;0;0;0;0
11.04.2024;15:19;A171;1;0;0;0;0;0;0;0;0
11.04.2024;15:02;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:55;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:36;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:25;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:18;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:11;A171;1;0;0;0;0;0;0;0;0
11.04.2024;14:05;A171;1;0;0;0;0;0;0;0;0
11.04.2024;13:50;A171;1;0;0;0;0;0;0;0;0
11.04.2024;13:39;A171;1;0;0;0;0;0;0;0;0
11.04.2024;13:25;A171;1;0;0;0;0;0;0;0;0
11.04.2024;13:07;A171;1;0;0;0;0;0;0;0;0
11.04.2024;13:02;A171;1;0;0;0;0;0;0;0;0
11.04.2024;12:52;A171;1;0;0;0;0;0;0;0;0
11.04.2024;12:45;A171;1;0;0;0;0;0;0;0;0
11.04.2024;12:33;A171;1;0;0;0;0;0;0;0;0
11.04.2024;12:18;A171;1;0;0;0;0;0;0;0;0
11.04.2024;11:55;A171;1;0;0;0;0;0;0;0;0
11.04.2024;11:34;A171;1;0;0;0;0;0;0;0;0
11.04.2024;11:17;A171;1;0;0;0;0;0;0;0;0
11.04.2024;11:08;A171;1;0;0;0;0;0;0;0;0
11.04.2024;10:57;A171;1;0;0;0;0;0;0;0;0
11.04.2024;10:28;A171;1;0;0;0;0;0;0;0;0
11.04.2024;10:27;A171;1;0;0;0;0;0;0;0;0
11.04.2024;10:13;A171;1;0;0;0;0;0;0;0;0
11.04.2024;09:57;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:51;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:44;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:41;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:24;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:19;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:14;A171;1;1;1;1;1;0;0;0;0
11.04.2024;08:10;A171;1;0;0;0;0;0;0;0;0
11.04.2024;08:05;A171;1;0;0;0;0;0;0;0;0
11.04.2024;07:57;A171;1;0;0;0;0;0;0;0;0
11.04.2024;07:43;A171;1;0;0;0;0;0;0;0;0
11.04.2024;07:30;A171;1;0;0;0;0;0;0;0;0
11.04.2024;07:18;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:51;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:49;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:42;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:30;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:20;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:19;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:18;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:17;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:16;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:14;A171;1;0;0;0;0;0;0;0;0
11.04.2024;06:08;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:49;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:43;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:40;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:19;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:17;A171;1;0;0;0;0;0;0;0;0
11.04.2024;05:10;A171;1;0;0;0;0;0;0;0;0
11.04.2024;04:14;A171;1;0;0;0;0;0;0;0;0
11.04.2024;04:01;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:48;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:35;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:32;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:22;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:14;A171;1;0;0;0;0;0;0;0;0
11.04.2024;03:05;A171;1;0;0;0;0;0;0;0;0
11.04.2024;02:55;A171;1;0;0;0;0;0;0;0;0
11.04.2024;02:31;A171;1;0;0;0;0;0;0;0;0
11.04.2024;02:13;A171;1;0;0;0;0;0;0;0;0
