Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
11.04.2024;23:57;A 10;1;0;0;1;2;1;1;0;0;1;45;1;43;0;0;3;4;2;3;0;0;1;21;0;0;1;2;0;0;0;0;1;1
11.04.2024;23:56;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;28;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A 10;1;1;2;2;4;0;0;0;0;0;0;0;0;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;5
11.04.2024;23:54;A 10;1;1;1;0;0;1;2;0;0;1;28;1;1;3;4;2;3;3;32;2;6;0;32;0;0;0;0;0;0;0;0;3;4
11.04.2024;23:53;A 10;1;2;6;1;2;0;0;0;0;1;5;1;5;1;2;0;0;0;0;0;0;1;61;0;0;1;2;0;0;0;0;2;3
11.04.2024;23:52;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
11.04.2024;18:44;A 10;1;0;0;3;5;2;3;1;2;3;59;3;56;3;4;1;1;1;2;10;51;3;44;0;0;1;2;0;0;0;0;6;10
11.04.2024;18:43;A 10;1;2;3;1;1;1;2;0;41;6;9;3;4;0;0;1;2;4;39;1;80;1;90;0;0;0;0;0;0;0;0;9;12
11.04.2024;18:42;A 10;1;3;5;4;7;2;2;1;8;2;95;3;2;4;6;1;1;3;13;4;57;2;56;1;1;0;0;0;0;1;2;11;23
11.04.2024;18:41;A 10;1;8;22;7;51;4;8;2;9;4;52;1;2;5;6;1;1;6;14;6;24;4;33;0;0;0;0;0;0;1;2;8;11
11.04.2024;18:40;A 10;1;2;4;2;3;1;1;0;34;4;35;1;2;5;5;3;3;5;8;1;80;1;20;0;0;0;0;0;0;1;2;6;9
11.04.2024;18:39;A 10;1;5;41;3;5;2;2;1;38;1;73;0;0;1;1;1;1;3;7;6;66;2;28;0;0;0;0;0;0;0;0;5;6
11.04.2024;06:21;A 10;1;0;0;3;6;0;0;0;0;0;0;2;5;1;2;2;3;2;5;2;69;0;0;0;0;0;0;0;0;0;0;2;3
11.04.2024;06:20;A 10;1;3;5;2;2;1;1;0;0;1;1;1;70;0;0;0;0;0;0;2;75;0;0;2;75;0;0;1;2;0;0;2;4
11.04.2024;06:19;A 10;1;9;39;3;5;1;2;0;0;2;54;1;1;0;0;0;4;2;6;1;23;0;0;0;0;0;0;0;0;0;0;5;7
11.04.2024;06:18;A 10;1;4;8;2;3;0;0;0;0;0;0;0;0;3;7;5;28;2;5;1;1;0;0;0;0;0;0;0;0;0;0;1;2
11.04.2024;06:17;A 10;1;6;14;1;1;0;0;0;0;0;0;0;0;1;2;2;3;3;9;2;19;0;0;0;13;0;0;0;0;0;0;2;2
11.04.2024;05:41;A 10;1;2;3;1;2;1;1;1;1;2;61;2;2;0;0;0;0;4;10;1;63;0;0;0;0;0;0;0;0;0;0;1;1
