Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
12.04.2024;01:14;A 50;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:56;A 50;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A 50;1;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A 50;1;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:51;A 50;1;2;1;3;7;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:43;A 50;1;13;10;8;36;2;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;8;6;4;24;2;47;1;0;1;5;3;12;0;0;0;0;1;1;0;0;0;0
11.04.2024;18:42;A 50;1;6;14;2;37;3;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;15;1;24;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.04.2024;18:41;A 50;1;3;5;2;49;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;56;1;72;1;1;1;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:40;A 50;1;4;4;3;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;23;4;34;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:39;A 50;1;3;17;0;46;2;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;21;2;46;1;0;1;1;1;5;1;3;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:38;A 50;1;12;32;5;65;3;1;0;0;2;62;0;0;1;66;2;60;2;0;0;0;9;12;2;35;1;55;0;0;1;5;1;9;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:20;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:19;A 50;1;3;2;2;12;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:18;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:17;A 50;1;0;0;0;0;0;18;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;43;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:16;A 50;1;1;1;1;9;1;38;4;6;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
11.04.2024;05:40;A 50;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
