Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
12.04.2024;01:14;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:56;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:55;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:54;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:53;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:52;A140;1;0;0;0;0;0;0;0;0
11.04.2024;23:51;A140;1;0;0;0;0;0;0;0;0
11.04.2024;18:43;A140;1;0;0;0;0;0;0;0;0
11.04.2024;18:42;A140;1;0;0;0;0;0;0;0;0
11.04.2024;18:41;A140;1;1;1;0;0;0;0;0;0
11.04.2024;18:40;A140;1;0;0;0;0;0;0;0;0
11.04.2024;18:39;A140;1;0;0;0;0;0;0;0;0
11.04.2024;18:38;A140;1;0;0;1;1;0;0;0;0
11.04.2024;06:20;A140;1;0;0;0;0;0;0;0;0
11.04.2024;06:19;A140;1;0;0;0;0;0;0;0;0
11.04.2024;06:18;A140;1;0;0;0;0;0;0;0;0
11.04.2024;06:17;A140;1;0;0;0;0;0;0;0;0
11.04.2024;06:16;A140;1;0;0;0;0;0;0;0;0
11.04.2024;05:40;A140;1;0;0;0;0;0;0;0;0
