Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
12.04.2024;01:14;A 99;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:56;A 99;1;0;0;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:55;A 99;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:54;A 99;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:53;A 99;1;0;0;1;8;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:52;A 99;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;23:51;A 99;1;0;0;1;6;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:43;A 99;1;2;6;1;12;2;5;5;10;1;16;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:42;A 99;1;4;15;2;7;1;10;5;36;1;5;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:41;A 99;1;1;5;2;12;3;22;3;42;2;12;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:40;A 99;1;4;13;6;26;2;0;5;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:39;A 99;1;5;25;7;34;0;0;2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;18:38;A 99;1;4;27;4;29;3;10;2;38;2;10;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;06:20;A 99;1;1;16;6;16;7;10;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;06:19;A 99;1;1;11;1;22;3;3;2;6;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;06:18;A 99;1;0;0;0;0;5;9;1;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;06:17;A 99;1;0;0;2;3;4;11;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;06:16;A 99;1;0;0;1;7;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
11.04.2024;05:40;A 99;1;1;4;3;4;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
