Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
12.04.2024;01:14;A150;1;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:56;A150;1;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A150;1;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A150;1;2;1;0;0;0;0;0;0;0;0
11.04.2024;23:53;A150;1;0;0;1;6;0;0;0;0;0;0
11.04.2024;23:52;A150;1;0;0;1;9;0;0;0;0;0;0
11.04.2024;23:51;A150;1;0;0;1;6;0;0;0;0;0;0
11.04.2024;22:38;A150;1;4;21;3;8;0;0;0;0;0;0
11.04.2024;19:02;A150;1;2;31;3;21;1;1;0;0;0;0
11.04.2024;18:43;A150;1;2;15;2;19;0;0;0;0;0;0
11.04.2024;18:42;A150;1;1;5;2;12;0;0;0;0;0;0
11.04.2024;18:41;A150;1;2;15;3;30;0;0;0;0;0;0
11.04.2024;18:40;A150;1;2;18;2;23;0;0;0;0;0;0
11.04.2024;18:39;A150;1;3;24;0;0;0;0;0;0;0;0
11.04.2024;18:38;A150;1;1;6;3;21;0;0;0;0;0;0
11.04.2024;13:50;A150;1;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:49;A150;1;1;8;1;0;0;0;0;0;0;0
11.04.2024;06:20;A150;1;0;0;1;6;0;0;0;0;0;0
11.04.2024;06:19;A150;1;1;8;1;8;0;0;0;0;0;0
11.04.2024;06:18;A150;1;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:17;A150;1;2;2;0;0;0;0;0;0;0;0
11.04.2024;06:16;A150;1;1;15;4;29;0;0;0;0;0;0
11.04.2024;05:40;A150;1;2;3;0;0;0;0;0;0;0;0
