Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
12.04.2024;01:14;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
11.04.2024;23:56;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:55;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11.04.2024;23:54;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A 59;1;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A 59;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11.04.2024;23:51;A 59;1;1;19;1;9;0;0;1;0;1;2;0;0;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11.04.2024;18:43;A 59;1;2;72;2;10;1;10;1;2;0;0;2;0;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;31;0;0
11.04.2024;18:42;A 59;1;0;26;0;0;1;55;2;5;0;22;1;39;2;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;3;8
11.04.2024;18:41;A 59;1;1;98;0;0;0;0;0;5;0;100;0;100;2;24;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;6;0;5
11.04.2024;18:40;A 59;1;1;44;1;7;1;15;3;17;1;1;2;92;1;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;1
11.04.2024;18:39;A 59;1;1;80;1;6;0;0;0;0;0;0;1;90;2;34;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;3;5;1;1
11.04.2024;18:38;A 59;1;2;30;1;74;3;27;0;0;0;0;2;4;1;36;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;9;13;3;4
11.04.2024;06:20;A 59;1;0;0;0;0;0;0;1;15;0;0;0;61;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
11.04.2024;06:19;A 59;1;0;0;0;0;1;3;1;68;0;0;2;64;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
11.04.2024;06:18;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;18;0;0
11.04.2024;06:17;A 59;1;0;14;1;9;0;0;1;18;0;0;1;33;1;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0
11.04.2024;06:16;A 59;1;1;57;1;75;0;52;0;0;0;0;1;0;4;39;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;6;1;10
11.04.2024;05:40;A 59;1;0;0;0;0;1;4;0;0;0;0;0;0;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
