Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
12.04.2024;01:15;A 19;1;0;0;0;0;1;57;0;0;0;0;0;0;0;0
11.04.2024;23:57;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:56;A 19;1;0;0;0;0;0;0;0;0;1;2;1;2;0;0
11.04.2024;23:55;A 19;1;1;58;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;18:44;A 19;1;6;39;4;44;1;2;0;0;0;0;2;3;1;1
11.04.2024;18:43;A 19;1;3;84;1;30;0;33;0;0;0;0;0;0;0;0
11.04.2024;18:42;A 19;1;2;35;2;3;1;47;0;0;0;0;0;0;0;0
11.04.2024;18:41;A 19;1;2;3;3;49;1;24;0;0;2;2;0;0;2;2
11.04.2024;18:40;A 19;1;3;18;3;62;1;0;0;0;0;0;0;0;0;0
11.04.2024;18:39;A 19;1;3;67;3;3;0;0;0;0;0;0;2;4;0;0
11.04.2024;06:21;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:20;A 19;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
11.04.2024;06:19;A 19;1;1;9;1;21;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:18;A 19;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0
11.04.2024;06:17;A 19;1;0;0;0;0;0;0;0;0;1;1;2;3;0;0
11.04.2024;05:41;A 19;1;0;0;1;14;1;36;0;0;0;0;0;0;0;0
