Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
12.04.2024;01:14;A108;1;1;6;1;4;0;0;0;0;0;0;0;0
11.04.2024;23:56;A108;1;0;0;1;6;0;0;0;0;0;0;0;0
11.04.2024;23:55;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:51;A108;1;2;7;1;5;0;0;0;0;0;0;0;0
11.04.2024;18:43;A108;1;2;18;4;70;0;0;0;0;0;0;0;0
11.04.2024;18:42;A108;1;4;40;7;23;0;0;0;0;0;0;0;0
11.04.2024;18:41;A108;1;3;34;0;9;0;0;0;0;0;0;0;0
11.04.2024;18:40;A108;1;2;16;3;21;0;0;0;0;0;0;0;0
11.04.2024;18:39;A108;1;1;8;6;29;0;0;0;0;0;0;0;0
11.04.2024;18:38;A108;1;4;25;2;20;0;0;0;0;0;0;0;0
11.04.2024;06:20;A108;1;5;17;5;54;0;0;0;0;0;0;0;0
11.04.2024;06:19;A108;1;1;15;0;0;0;0;0;0;0;0;0;0
11.04.2024;06:18;A108;1;3;6;5;11;0;0;0;0;0;0;0;0
11.04.2024;06:17;A108;1;1;10;1;16;0;0;0;0;0;0;0;0
11.04.2024;06:16;A108;1;2;12;3;24;0;0;0;0;0;0;0;0
11.04.2024;05:40;A108;1;0;0;5;32;0;0;0;0;0;0;0;0
