Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;V13Z;V13B;V14Z;V14B;V15Z;V15B;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;V33Z;V33B;V34Z;V34B;V37Z;V37B;D41Z;D41B;D42Z;D42B;V43Z;V43B;V44Z;V44B;TA32Z;TA32B;TB32Z;TB32B;TB35Z;TB35B;TA38Z;TA38B;TB38Z;TB38B;TB41Z;TB41B;EG23Z;EG23B;EG24Z;EG24B;EG25Z;EG25B;EG26Z;EG26B;VK1_StoeZ;VK1_StoeB;VK2_StoeZ;VK2_StoeB;VK3_StoeZ;VK3_StoeB;VK4_StoeZ;VK4_StoeB;VK5_StoeZ;VK5_StoeB;D35Z;D35B;D36Z;D36B;VK6_StoeZ;VK6_StoeB
12.04.2024;01:14;A 98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:56;A 98;1;1;0;1;0;1;3;1;3;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;5;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:55;A 98;1;1;7;0;0;1;7;0;0;0;0;0;0;0;16;0;0;0;0;2;40;0;0;2;13;0;0;2;2;0;0;0;0;1;13;1;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:54;A 98;1;1;26;1;27;2;9;0;7;1;1;0;0;1;9;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:53;A 98;1;0;0;0;30;0;0;1;1;1;1;1;4;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:52;A 98;1;0;0;2;29;1;4;2;15;2;1;1;27;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;23:51;A 98;1;0;0;1;0;0;0;1;5;0;0;1;25;0;0;1;3;0;0;0;0;3;2;0;0;4;13;0;0;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:43;A 98;1;1;1;0;0;0;0;1;6;0;0;2;14;4;31;2;10;1;39;0;0;1;46;0;0;2;29;0;0;58;14;2;3;4;7;2;4;1;16;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:42;A 98;1;5;3;1;0;4;16;1;3;1;0;1;52;1;52;2;29;2;21;1;23;9;32;0;23;1;50;0;0;62;22;8;9;1;60;1;1;2;25;1;20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:41;A 98;1;5;15;4;11;0;25;2;18;5;5;0;0;0;0;0;0;0;0;4;33;9;48;4;35;3;71;4;3;38;23;8;9;2;69;2;67;2;33;2;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:40;A 98;1;8;19;6;27;4;42;2;45;6;32;1;1;4;75;2;4;0;82;2;64;4;59;2;8;4;82;2;2;18;14;3;3;1;10;1;8;1;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:39;A 98;1;7;40;4;32;1;59;1;58;4;8;0;0;2;61;0;0;3;29;2;35;8;55;2;20;4;76;1;1;40;27;7;8;3;39;4;5;2;41;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;18:38;A 98;1;9;49;9;54;2;65;3;75;9;11;0;0;2;11;0;0;1;43;0;0;2;5;0;0;1;13;0;0;98;17;2;3;2;61;4;7;1;41;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;06:20;A 98;1;0;0;4;5;2;7;6;18;5;4;0;0;2;66;0;0;3;66;4;2;4;3;7;15;5;16;4;2;4;2;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;06:19;A 98;1;1;1;1;1;1;9;1;5;1;0;0;0;0;0;0;0;0;0;3;3;2;1;3;10;1;7;3;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;06:18;A 98;1;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;0;3;9;3;2;1;0;2;10;2;4;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;06:17;A 98;1;0;0;1;0;0;0;2;3;1;0;0;34;0;0;0;0;0;0;3;20;1;8;3;32;2;7;3;4;2;1;2;3;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;06:16;A 98;1;0;0;2;2;0;0;1;9;3;2;1;15;1;0;3;13;1;2;4;35;3;42;1;46;3;48;4;5;3;4;3;4;1;26;1;25;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
11.04.2024;05:40;A 98;1;0;0;2;33;2;8;5;11;1;0;0;0;1;28;0;0;2;2;2;2;1;0;1;10;1;4;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
