Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B;D23Z;D23B;V24Z;V24B;D81Z;D81B;D82Z;D82B;D83Z;D83B;V84Z;V84B;TF38Z;TF38B;TB38Z;TB38B;TF38aZ;TF38aB;TB38aZ;TB38aB;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB
12.04.2024;01:14;A 61;1;0;0;2;2;2;2;3;22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:56;A 61;1;0;0;1;0;1;1;1;9;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:55;A 61;1;2;0;2;1;3;2;2;22;0;0;1;1;1;1;1;5;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:54;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:53;A 61;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:52;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;23:51;A 61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;18:43;A 61;1;2;1;2;12;2;2;2;30;2;0;5;35;7;8;2;25;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;18:42;A 61;1;4;2;4;4;4;5;1;20;3;1;4;7;5;5;3;24;0;0;0;0;1;1;0;0;0;100;0;100
11.04.2024;18:41;A 61;1;3;2;3;2;2;2;1;11;1;0;5;5;4;3;3;24;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;18:40;A 61;1;8;5;10;10;9;11;4;62;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;18:39;A 61;1;6;6;3;30;3;4;1;54;2;1;1;1;1;1;1;5;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;18:38;A 61;1;4;3;5;4;6;9;3;28;2;0;7;7;6;7;4;28;0;0;0;0;1;1;1;1;0;100;0;100
11.04.2024;06:20;A 61;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;06:19;A 61;1;0;0;1;0;1;0;1;4;6;1;4;4;4;7;1;12;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;06:18;A 61;1;1;1;1;2;1;2;1;11;4;1;3;2;3;2;1;12;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;06:17;A 61;1;1;1;1;1;1;1;1;12;2;0;1;1;1;1;1;7;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;06:16;A 61;1;1;1;3;1;2;4;1;6;12;1;6;9;6;10;2;37;0;0;0;0;0;0;0;0;0;100;0;100
11.04.2024;05:40;A 61;1;1;0;1;0;1;0;1;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100
