Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;V26Z;V26B;D31Z;D31B;V32Z;V32B;D41Z;D41B;D51Z;D51B;D52Z;D52B;V53Z;V53B;V54Z;V54B;D61Z;D61B;D62Z;D62B;V63Z;V63B;V64Z;V64B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D91Z;D91B;V92Z;V92B;D101Z;D101B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D121Z;D121B;D122Z;D122B;V123Z;V123B;V124Z;V124B;TF31Z;TF31B;TF33Z;TF33B;TF34Z;TF34B;TF35Z;TF35B;TF37Z;TF37B;TF39Z;TF39B;TF40Z;TF40B;TF41Z;TF41B;TBS31Z;TBS31B;TBS32Z;TBS32B;TBS33Z;TBS33B;TBS34Z;TBS34B;TBS35Z;TBS35B;TBS37Z;TBS37B;TBS38Z;TBS38B;TBS39Z;TBS39B;TBS40Z;TBS40B;TBS41Z;TBS41B
12.04.2024;01:14;A142;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;11;0;0;0;0;0;0;0;0;2;5;1;0;2;28;0;0;0;0;0;0;0;0;124;21;178;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:56;A142;1;0;0;1;0;0;0;0;0;1;0;1;6;0;0;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;0;0;3;3;0;0;2;22;0;0;0;36;0;0;1;0;0;0;2;3;0;0;115;22;165;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;2;0;0;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:55;A142;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;17;0;0;2;16;1;4;0;0;0;0;1;6;0;0;97;17;161;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;2;2;1;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:54;A142;1;0;0;1;1;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;2;21;1;22;1;1;0;0;4;23;4;5;105;18;187;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:53;A142;1;0;0;1;10;0;0;0;0;0;0;1;19;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;3;24;2;8;1;77;1;88;0;0;0;0;1;7;0;0;107;20;178;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;3;1;10;2;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:52;A142;1;0;0;3;37;0;0;0;0;0;0;2;61;0;0;0;0;1;55;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;3;1;0;3;16;0;0;0;0;0;0;0;0;1;42;5;15;2;7;159;30;110;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;3;2;3;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;23:51;A142;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;2;19;0;0;0;0;0;0;0;0;0;0;2;1;1;0;3;5;0;1;2;23;1;27;1;0;0;0;2;3;1;1;7;87;206;13;1;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:43;A142;1;2;3;5;7;2;1;1;10;4;6;1;99;1;48;2;34;4;69;2;51;3;29;2;32;5;8;0;0;1;19;0;0;3;6;1;1;1;99;2;35;1;38;1;5;5;46;9;69;1;80;1;70;61;45;50;5;2;40;0;0;0;0;0;0;0;0;0;0;1;1;0;0;12;12;0;0;5;4;2;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:42;A142;1;0;0;5;6;0;0;0;0;0;0;3;65;2;68;1;27;0;97;1;30;1;47;2;15;0;0;0;0;0;100;0;0;5;46;5;7;2;94;2;51;6;64;0;78;3;71;1;89;2;75;2;45;48;64;18;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;5;3;5;3;3;2;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:41;A142;1;1;1;1;2;0;0;1;4;1;1;3;10;2;53;1;23;4;43;3;33;4;25;2;42;0;0;0;0;1;34;0;0;5;43;2;2;3;93;4;53;5;44;2;32;6;43;18;54;1;99;3;93;1;35;129;55;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;6;5;9;6;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:40;A142;1;0;0;7;6;0;0;0;0;0;0;3;22;1;31;2;30;1;4;2;2;1;12;1;2;0;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;1;56;2;58;5;59;10;76;1;98;0;100;1;84;235;31;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;5;4;8;4;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:39;A142;1;1;40;4;44;0;35;0;55;1;2;0;56;0;0;0;0;1;75;1;68;3;46;1;6;0;0;0;0;0;0;0;0;5;9;3;3;3;54;3;34;0;72;0;0;5;69;9;77;0;100;1;99;97;38;114;35;2;15;1;5;0;0;0;0;0;0;0;0;0;0;0;0;15;17;1;0;4;3;2;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;18:38;A142;1;3;11;3;7;1;6;1;20;3;5;1;34;0;0;0;0;6;59;6;59;3;75;3;70;1;61;0;0;0;60;0;0;2;1;3;2;3;12;3;15;6;32;3;20;1;91;4;91;0;100;0;100;0;100;1;85;3;33;1;5;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;4;2;4;2;;;;;;;;;;;;;;;;;;;;
11.04.2024;06:20;A142;1;3;6;6;48;0;0;2;33;1;21;4;89;0;0;0;0;2;27;11;48;0;45;5;48;2;18;0;0;2;31;0;0;4;6;1;1;2;26;1;8;2;68;2;18;1;59;2;64;4;16;4;39;32;59;16;51;4;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;6;4;18;5;;;;;;;;;;;;;;;;;;;;
11.04.2024;06:19;A142;1;0;24;8;36;0;0;0;28;1;0;0;51;2;92;2;66;1;93;1;94;0;100;0;100;0;100;6;0;2;96;0;0;9;27;5;4;4;54;5;35;4;80;1;92;1;32;1;21;6;30;1;6;83;27;84;24;2;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;13;27;0;0;9;7;6;1;;;;;;;;;;;;;;;;;;;;
11.04.2024;06:18;A142;1;3;12;0;100;0;0;3;23;2;13;0;100;1;0;2;7;3;24;3;25;2;32;1;31;1;81;4;0;2;4;0;0;1;1;0;0;1;6;0;0;0;0;0;0;3;54;3;8;0;100;2;67;3;93;4;94;0;99;2;24;0;0;0;0;0;0;0;0;1;1;0;0;5;5;0;0;4;2;4;3;;;;;;;;;;;;;;;;;;;;
11.04.2024;06:17;A142;1;1;1;3;28;1;0;1;30;1;5;3;44;0;0;2;4;0;100;1;84;5;34;1;92;1;11;0;0;2;12;0;0;4;7;1;1;4;24;1;8;5;72;1;69;1;46;0;0;2;63;1;44;21;49;8;40;2;55;3;9;0;0;0;0;0;0;2;3;0;0;0;0;6;5;0;0;1;1;4;2;;;;;;;;;;;;;;;;;;;;
11.04.2024;06:16;A142;1;3;6;3;21;0;0;3;32;3;11;3;39;0;17;0;0;3;59;3;54;3;72;0;59;1;49;0;0;2;6;0;0;0;0;0;0;0;0;0;0;5;64;3;35;3;45;2;38;2;45;7;25;15;87;148;49;5;45;2;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;3;2;3;2;;;;;;;;;;;;;;;;;;;;
11.04.2024;05:40;A142;1;2;5;1;2;2;3;2;10;2;38;2;9;0;0;0;0;0;0;2;34;2;21;1;13;0;99;0;0;1;0;0;0;10;45;5;4;3;84;1;45;5;65;3;78;0;0;1;1;2;11;4;20;98;47;109;9;3;26;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;5;5;2;;;;;;;;;;;;;;;;;;;;
