Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
12.04.2024;01:15;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:57;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
11.04.2024;23:56;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
11.04.2024;23:55;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:54;A102;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:53;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2024;23:52;A102;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;3
11.04.2024;18:44;A102;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2
11.04.2024;18:43;A102;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;12;13
11.04.2024;18:42;A102;1;7;8;1;1;0;0;0;0;0;0;0;0;0;0;11;12
11.04.2024;18:41;A102;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;5;4
11.04.2024;18:40;A102;1;6;6;0;0;0;0;0;0;0;0;0;0;0;0;5;4
11.04.2024;18:39;A102;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4
11.04.2024;06:21;A102;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2
11.04.2024;06:20;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
11.04.2024;06:19;A102;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
11.04.2024;06:18;A102;1;2;1;2;8;0;0;0;0;0;0;0;0;0;0;6;15
11.04.2024;06:17;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
11.04.2024;05:41;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3
