Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
12.04.2024;01:14;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:56;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:55;A 77;1;2;7;1;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:54;A 77;1;2;9;1;12;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:53;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:52;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;23:51;A 77;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;18:43;A 77;1;2;14;1;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;18:42;A 77;1;0;0;4;73;1;14;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;
11.04.2024;18:41;A 77;1;1;7;3;7;1;14;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;18:40;A 77;1;4;16;4;78;1;15;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;18:39;A 77;1;3;10;2;60;1;8;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
11.04.2024;18:38;A 77;1;3;20;1;27;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;06:20;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;06:19;A 77;1;0;0;1;5;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;06:18;A 77;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;06:17;A 77;1;2;21;1;11;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;06:16;A 77;1;0;0;2;16;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
11.04.2024;05:40;A 77;1;1;8;1;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
