Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;D61_1Z;D61_1B;D61_2Z;D61_2B;D62Z;D62B;D71Z;D71B;D72Z;D72B;D911Z;D911B;D912Z;D912B;D92Z;D92B;D111Z;D111B;D112Z;D112B;T3_sZ;T3_sB;T3_bZ;T3_bB;T4_sZ;T4_sB;T4_bZ;T4_bB;T5_sZ;T5_sB;T5_bZ;T5_bB;T6a_sZ;T6a_sB;T6a_bZ;T6a_bB;T6b_sZ;T6b_sB;T6b_bZ;T6b_bB;T7_sZ;T7_sB;T7_bZ;T7_bB
08.05.2024;20:00;A170;1;9;31;11;19;4;26;3;27;2;17;0;100;2;11;4;37;4;37;3;18;9;21;10;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:59;A170;1;12;10;12;11;1;76;2;76;3;66;0;100;1;4;1;66;1;67;3;23;12;36;10;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:58;A170;1;4;3;3;2;4;58;4;57;0;66;0;100;4;31;2;93;2;92;1;68;6;31;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:57;A170;1;9;62;10;12;4;27;4;28;2;32;0;100;3;13;1;53;1;53;5;22;11;74;12;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:56;A170;1;7;14;6;6;1;68;1;69;3;58;0;100;3;20;2;76;2;77;1;1;12;31;12;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:55;A170;1;4;3;4;3;4;7;3;62;1;54;0;100;2;60;1;94;1;94;2;27;10;13;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:54;A170;1;5;4;6;5;5;21;6;69;2;36;0;100;3;13;2;62;2;62;3;9;8;75;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:53;A170;1;6;17;6;5;0;100;0;100;2;45;0;100;3;17;2;21;2;24;4;17;16;22;17;20;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
08.05.2024;19:52;A170;1;11;44;9;8;4;78;4;78;1;60;0;100;3;15;1;81;1;81;0;0;4;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:51;A170;1;6;32;8;10;4;26;4;26;2;24;0;100;2;6;3;2;3;2;4;13;8;9;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
