Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
08.05.2024;20:00;A173;1;3;23;1;1;2;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:59;A173;1;1;3;2;9;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:58;A173;1;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:57;A173;1;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:56;A173;1;4;9;3;16;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:55;A173;1;2;9;1;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:54;A173;1;3;48;1;7;5;15;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:53;A173;1;2;9;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:52;A173;1;2;15;1;12;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:51;A173;1;1;0;2;11;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:50;A173;1;1;12;2;8;3;7;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;2
08.05.2024;19:49;A173;1;0;0;3;18;1;4;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0
08.05.2024;19:48;A173;1;2;59;1;9;3;68;2;3;0;0;0;0;1;2;1;2;1;2;0;0;0;0
08.05.2024;19:47;A173;1;5;12;1;1;3;4;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:46;A173;1;2;9;1;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:45;A173;1;2;23;0;0;3;8;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:44;A173;1;2;23;0;0;3;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:43;A173;1;1;5;1;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:42;A173;1;3;15;3;26;4;11;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:41;A173;1;4;15;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:40;A173;1;5;19;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:39;A173;1;4;18;4;12;4;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:38;A173;1;4;11;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:37;A173;1;0;0;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:36;A173;1;1;11;1;33;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:35;A173;1;3;45;3;40;2;42;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;2
08.05.2024;19:34;A173;1;3;17;0;0;2;4;0;0;0;0;1;2;1;2;0;0;1;2;1;2;0;0
08.05.2024;19:33;A173;1;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
