Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;D52Z;D52B;D53Z;D53B;D54Z;D54B;D71Z;D71B;D72Z;D72B;D91Z;D91B;D92Z;D92B;D93Z;D93B;D94Z;D94B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;MP7Z;MP7B;TBS35Z;TBS35B;TF37Z;TF37B;TBS37Z;TBS37B;TF38Z;TF38B;TBS38Z;TBS38B;TBS39Z;TBS39B;TS57Z;TS57B
08.05.2024;20:01;A 32;1;1;29;1;19;4;7;2;2;1;1;1;1;4;46;3;18;5;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
08.05.2024;20:00;A 32;1;0;6;2;71;0;0;2;3;6;6;6;6;5;14;2;2;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:59;A 32;1;2;34;2;51;1;1;3;4;1;2;0;0;3;30;5;28;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:58;A 32;1;2;85;2;87;1;1;1;1;5;6;6;10;5;29;6;28;5;6;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
08.05.2024;19:57;A 32;1;5;29;3;68;6;11;4;29;5;5;5;5;4;52;3;4;5;6;5;6;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:56;A 32;1;2;9;3;57;2;2;2;4;7;13;5;5;5;39;3;43;6;38;3;4;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:55;A 32;1;0;43;2;54;0;0;4;6;1;16;3;4;8;52;4;11;7;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;1;0;0;0;0
08.05.2024;19:54;A 32;1;1;64;3;69;2;2;2;3;5;11;3;3;5;9;9;19;6;8;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
08.05.2024;19:53;A 32;1;1;77;2;35;2;2;3;3;5;7;5;6;6;45;5;25;4;7;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:52;A 32;1;2;15;1;1;2;2;0;1;4;7;4;6;7;24;7;25;5;16;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
08.05.2024;19:51;A 32;1;2;2;1;37;2;2;2;2;9;16;7;8;3;4;1;1;5;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:50;A 32;1;0;78;1;10;0;0;1;1;6;11;6;14;5;7;5;6;3;4;4;3;0;0;0;0;0;0;0;0;0;0;2;3;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:49;A 32;1;3;44;2;23;4;5;2;7;1;17;2;2;5;7;7;10;5;6;6;7;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:48;A 32;1;2;9;1;1;2;3;1;1;7;31;7;7;7;40;5;38;7;9;7;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0
08.05.2024;19:47;A 32;1;4;23;1;21;4;7;1;2;3;6;0;0;3;9;4;16;5;9;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;0;0;0;0;0;0
08.05.2024;19:46;A 32;1;3;59;1;38;2;3;2;3;1;1;3;3;5;45;3;44;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
08.05.2024;19:45;A 32;1;1;0;1;51;1;2;1;2;4;3;4;3;5;7;2;11;5;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
08.05.2024;19:44;A 32;1;2;65;0;0;1;2;1;1;0;0;0;0;6;8;4;7;5;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:43;A 32;1;1;1;3;58;1;1;3;6;6;7;6;6;2;29;2;22;2;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
08.05.2024;19:42;A 32;1;2;56;1;56;2;4;1;1;2;2;2;2;5;20;10;47;7;8;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:41;A 32;1;3;41;2;40;4;4;3;6;0;0;0;0;6;42;4;42;4;6;4;5;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:40;A 32;1;1;23;2;24;1;1;0;0;3;3;3;3;3;4;4;7;5;5;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:39;A 32;1;2;32;2;27;3;4;3;5;6;8;6;8;7;10;7;13;6;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
08.05.2024;19:38;A 32;1;1;85;2;12;1;1;2;3;8;15;6;12;5;24;6;24;3;6;5;5;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
