Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D15Z;D15B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D24Z;D24B;D25Z;D25B;D26Z;D26B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D34Z;D34B;D35Z;D35B;D36Z;D36B;D37Z;D37B;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;D45Z;D45B;D46Z;D46B;D47Z;D47B;D48Z;D48B;TF32Z;TF32B;TF32aZ;TF32aB;TF33Z;TF33B;TF35Z;TF35B;TF35aZ;TF35aB;TF38Z;TF38B;TF38aZ;TF38aB;TF39Z;TF39B;V10Z;V10B;V20Z;V20B;V30Z;V30B;V40Z;V40B;V1_gestoertZ;V1_gestoertB;V2_gestoertZ;V2_gestoertB;V3_gestoertZ;V3_gestoertB;V4_gestoertZ;V4_gestoertB
08.05.2024;19:59;A 88;1;4;6;4;4;2;1;0;0;1;1;1;1;3;4;0;0;2;47;2;3;0;0;1;55;1;1;3;3;5;5;1;0;0;0;1;0;0;0;3;17;2;13;4;3;4;4;0;0;1;85;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:58;A 88;1;1;2;2;2;2;1;0;0;0;0;0;0;1;1;0;0;2;56;2;4;0;0;2;72;2;1;3;2;3;5;5;12;3;9;1;1;1;2;1;20;1;6;1;1;1;2;1;14;4;68;4;4;1;8;1;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:57;A 88;1;2;2;6;21;5;21;0;79;0;0;1;1;0;0;0;12;2;56;1;1;0;0;3;58;2;2;1;0;4;23;1;76;1;69;5;7;3;4;1;44;1;4;1;1;5;5;0;0;6;21;3;23;2;53;0;52;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:56;A 88;1;1;1;5;44;3;3;1;73;1;1;1;2;2;3;1;21;1;74;2;2;0;0;4;48;2;2;5;4;5;7;7;37;5;30;6;4;4;3;6;70;3;19;5;5;5;7;0;0;1;97;4;28;1;41;1;30;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:55;A 88;1;1;2;4;30;3;4;0;0;0;0;0;0;1;2;0;0;5;70;3;30;0;0;1;67;4;7;3;0;4;5;3;18;0;0;4;7;1;1;4;23;2;27;3;2;6;15;1;58;7;9;5;56;1;59;0;0;1;1;0;0;0;0;3;1;0;0;0;0;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:54;A 88;1;1;1;1;30;2;3;2;61;2;2;2;4;0;0;0;0;3;80;3;3;0;0;8;59;5;9;0;0;2;2;0;0;1;0;0;0;0;0;1;57;2;18;3;3;6;25;2;42;5;24;5;20;3;52;1;49;2;6;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
08.05.2024;19:53;A 88;1;4;4;12;56;5;46;1;40;0;0;0;0;2;2;0;0;1;59;3;5;0;0;4;91;4;13;0;0;3;6;5;75;1;26;5;8;2;1;2;60;2;11;2;2;4;5;2;1;2;90;4;6;2;48;2;6;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:52;A 88;1;3;4;5;49;4;33;0;100;1;1;1;2;2;2;0;0;3;76;2;3;0;0;0;100;0;0;3;1;1;1;6;11;1;0;6;6;1;0;6;26;2;34;2;1;2;2;7;38;9;82;9;66;1;38;1;2;1;1;1;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:51;A 88;1;2;2;3;3;4;3;1;7;1;1;1;3;3;4;0;0;4;71;4;4;0;0;5;82;4;79;1;0;0;0;7;75;2;58;9;10;2;1;1;76;3;24;5;5;4;6;0;15;1;50;3;3;3;62;1;59;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:50;A 88;1;3;3;8;27;4;3;2;23;2;2;2;4;1;0;0;0;1;13;2;3;0;0;3;83;5;35;2;1;2;2;6;82;7;76;7;16;7;9;3;5;3;25;3;3;4;7;1;38;1;58;1;1;2;44;1;53;2;1;1;0;0;0;0;0;0;0;0;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
