Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;V32Z;V32B;D33Z;D33B;D51Z;D51B;D52Z;D52B;V53Z;V53B;D61Z;D61B;D62Z;D62B;V63Z;V63B;V64Z;V64B;D81Z;D81B;D82Z;D82B;V83Z;V83B;V84Z;V84B;D91Z;D91B;V92Z;V92B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;D121Z;D121B;V122Z;V122B;TF32Z;TF32B;TF33Z;TF33B;TF35Z;TF35B;TF38Z;TF38B;TF39Z;TF39B;TF41Z;TF41B;TBS32Z;TBS32B;TBS33Z;TBS33B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS39Z;TBS39B;TBS41Z;TBS41B;EG25Z;EG25B;EG26Z;EG26B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V6_StoerZ;V6_StoerB
08.05.2024;19:59;A 45;1;2;1;8;60;1;1;1;88;3;41;0;39;2;1;2;1;2;1;1;5;1;6;0;0;1;5;1;4;0;0;1;1;2;1;1;8;1;40;1;12;0;0;5;39;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:58;A 45;1;0;0;0;97;0;0;0;100;0;100;0;100;0;0;0;37;0;0;0;0;2;73;0;0;1;56;0;0;0;0;8;45;4;6;1;79;2;59;3;12;1;1;0;38;2;1;0;0;1;67;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:57;A 45;1;0;0;11;63;0;0;0;100;2;89;0;100;2;6;0;100;0;0;0;0;1;38;0;0;1;5;0;0;0;0;8;15;5;8;2;51;5;2;0;0;0;0;1;18;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:56;A 45;1;2;4;7;62;2;7;2;85;1;45;2;11;2;3;2;46;1;1;2;11;0;0;0;0;0;2;0;0;0;0;10;11;8;13;8;53;1;37;0;36;0;0;4;25;0;0;0;0;1;55;1;4;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:55;A 45;1;0;0;4;80;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2;64;0;0;1;70;0;0;0;0;10;29;8;13;0;99;1;57;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:54;A 45;1;1;0;9;78;0;0;0;100;1;90;0;92;0;0;1;2;1;0;1;5;2;52;0;0;1;62;0;0;0;0;6;11;2;3;3;60;1;30;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:53;A 45;1;0;0;5;63;1;1;2;78;2;52;3;47;2;2;1;56;1;1;1;13;0;100;0;0;1;72;0;0;0;0;2;2;6;12;2;2;0;38;0;0;0;0;4;28;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;3;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:52;A 45;1;0;0;2;4;0;0;1;57;4;13;1;6;1;2;1;51;1;1;1;7;1;39;0;0;1;7;0;0;0;0;5;6;3;3;4;44;3;41;1;6;0;0;1;2;0;0;0;0;0;0;0;0;2;3;0;0;2;3;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;4;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:51;A 45;1;1;0;7;45;2;3;3;79;1;83;2;25;2;3;0;0;0;0;0;0;3;14;0;0;0;20;0;0;0;0;8;22;8;24;3;57;0;99;1;3;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:50;A 45;1;0;0;10;10;0;0;4;81;0;0;0;0;0;0;1;1;1;1;1;6;1;63;0;0;1;73;0;0;0;0;4;6;2;4;2;9;1;38;1;4;0;0;3;77;0;0;0;0;1;40;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;2;5;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:49;A 45;1;1;0;5;42;1;1;0;100;0;0;0;0;2;2;3;17;3;5;1;29;0;58;1;0;0;0;1;0;0;0;8;12;6;15;5;68;0;0;0;0;1;26;4;51;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:48;A 45;1;0;0;11;61;0;0;2;97;1;4;1;4;0;0;0;0;0;0;0;0;4;67;0;0;1;20;0;0;0;0;6;11;2;4;1;54;1;0;0;0;1;74;1;67;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:47;A 45;1;0;0;6;60;0;0;3;84;0;0;0;0;0;0;3;64;2;3;1;70;1;84;0;0;0;100;1;0;0;0;6;7;5;11;4;34;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:46;A 45;1;0;0;1;3;0;0;0;74;1;1;1;1;1;1;1;42;2;3;2;44;2;70;0;0;2;54;0;0;0;0;5;5;4;10;5;15;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:45;A 45;1;2;1;5;7;1;2;3;41;0;0;0;0;0;0;2;21;2;2;2;29;4;16;0;0;1;23;0;0;0;0;3;6;1;0;1;38;0;0;0;0;0;0;3;76;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:44;A 45;1;0;0;6;15;0;0;0;34;0;40;0;0;0;0;3;8;3;4;2;43;1;73;0;0;2;61;0;0;0;0;7;8;5;11;6;23;3;46;2;48;0;0;1;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:43;A 45;1;0;0;2;9;1;8;0;100;1;18;1;5;1;2;3;10;3;7;2;48;1;83;0;0;0;81;0;0;0;0;7;12;2;5;3;60;22;6;0;0;2;26;4;64;2;28;0;0;2;1;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:42;A 45;1;2;1;8;13;1;5;1;83;0;0;0;0;0;0;1;16;0;0;0;0;2;58;0;0;2;17;0;0;0;0;2;6;1;3;1;50;2;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
08.05.2024;19:41;A 45;1;0;0;12;16;1;0;1;92;1;1;1;3;2;3;6;67;6;26;2;92;1;95;0;0;0;100;2;0;0;0;7;9;6;18;2;53;1;54;1;56;1;82;2;77;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0
