Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
08.05.2024;20:00;A 10;1;1;1;5;11;5;13;0;0;3;9;1;1;1;2;0;0;0;0;3;56;3;58;0;0;0;0;0;0;2;5;8;12
08.05.2024;19:59;A 10;1;2;4;2;3;0;0;1;35;1;49;1;0;3;3;6;12;6;22;7;48;4;35;0;0;0;0;0;0;1;5;3;5
08.05.2024;19:58;A 10;1;3;5;1;1;2;3;3;62;1;1;1;1;3;3;4;6;2;10;0;100;1;74;1;3;0;0;0;0;1;1;10;13
08.05.2024;19:57;A 10;1;0;0;3;5;1;2;1;64;3;44;1;1;3;2;3;4;5;14;4;73;4;9;0;0;0;0;0;0;2;3;7;10
08.05.2024;19:56;A 10;1;4;8;3;3;4;6;1;78;4;40;3;4;4;5;3;4;2;5;3;34;1;4;0;0;0;0;0;0;1;4;10;27
08.05.2024;19:55;A 10;1;4;38;3;9;0;0;0;0;6;69;3;2;1;1;2;2;1;38;0;0;1;24;1;1;0;0;0;0;2;2;7;11
08.05.2024;19:54;A 10;1;3;4;3;5;2;3;1;6;2;90;0;0;1;1;0;0;5;11;8;63;3;57;0;0;0;0;0;0;1;2;5;7
08.05.2024;19:53;A 10;1;2;2;5;6;3;3;0;0;1;4;0;38;2;4;1;1;2;7;5;76;3;34;1;7;0;0;1;2;0;0;6;12
08.05.2024;19:52;A 10;1;1;1;1;1;2;7;1;6;4;6;2;36;4;5;3;4;4;7;0;0;0;0;0;0;0;0;0;0;1;2;5;8
08.05.2024;19:51;A 10;1;2;3;4;7;3;5;1;4;1;95;4;3;0;0;3;5;2;4;6;62;3;18;0;0;0;0;0;0;2;7;8;12
08.05.2024;19:50;A 10;1;3;5;2;2;1;1;0;0;7;62;5;4;2;2;4;6;2;4;1;46;0;8;1;2;0;0;0;0;1;2;9;17
08.05.2024;19:49;A 10;1;0;0;0;0;2;5;1;35;3;80;1;1;4;4;4;3;3;11;0;0;1;3;1;2;0;0;0;0;1;54;10;41
