Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;V321Z;V321B;TF32aZ;TF32aB;TF32bZ;TF32bB;TBS32aZ;TBS32aB;TBS32bZ;TBS32bB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;EG21Z;EG21B;EG22Z;EG22B;EG23Z;EG23B;EG24Z;EG24B
08.05.2024;20:00;A 99;1;1;3;5;28;5;8;9;34;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:59;A 99;1;0;0;1;4;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:58;A 99;1;1;1;2;6;2;5;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:57;A 99;1;2;6;1;3;2;34;3;42;1;14;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:56;A 99;1;2;11;3;18;2;1;6;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:55;A 99;1;0;0;2;6;1;1;2;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:54;A 99;1;2;14;2;41;2;13;2;8;2;20;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;
08.05.2024;19:53;A 99;1;0;0;1;7;2;5;3;17;1;6;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
08.05.2024;19:52;A 99;1;3;7;4;14;0;34;3;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:51;A 99;1;2;6;6;29;2;12;5;48;2;22;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:50;A 99;1;3;7;4;27;0;0;2;29;1;10;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:49;A 99;1;0;0;3;12;2;4;2;60;1;20;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:48;A 99;1;0;0;1;60;2;25;2;39;1;16;2;3;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
08.05.2024;19:47;A 99;1;2;6;2;16;3;33;2;61;2;14;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:46;A 99;1;0;0;1;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:45;A 99;1;2;7;9;41;3;7;4;11;1;17;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:44;A 99;1;1;4;1;10;1;2;4;29;2;15;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:43;A 99;1;2;4;3;7;1;1;3;38;0;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:42;A 99;1;2;5;4;36;0;0;9;26;2;5;0;0;1;1;0;0;1;1;0;0;0;0;;;;;;;;;;
08.05.2024;19:41;A 99;1;0;0;2;6;3;40;2;35;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:40;A 99;1;0;0;2;12;1;2;3;49;1;14;0;0;2;3;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:39;A 99;1;5;11;3;13;3;5;9;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:38;A 99;1;0;0;2;6;3;5;4;10;1;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
08.05.2024;19:37;A 99;1;1;3;0;0;0;0;1;58;0;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
