Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
08.05.2024;19:59;A 50;1;6;4;4;16;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;5;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:58;A 50;1;2;1;2;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:57;A 50;1;4;3;4;11;2;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:56;A 50;1;6;9;4;58;0;0;0;0;0;0;1;26;0;0;1;4;4;1;2;5;2;31;2;9;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:55;A 50;1;6;5;4;16;3;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;4;33;1;44;0;0;0;0;6;29;1;1;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:54;A 50;1;9;7;8;26;4;1;1;3;1;2;1;0;1;4;0;0;3;0;1;2;3;23;3;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:53;A 50;1;4;3;4;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;13;0;64;0;0;2;14;0;0;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:52;A 50;1;3;2;3;8;2;0;0;0;0;29;0;0;0;0;0;0;2;0;0;0;3;44;3;50;1;47;0;0;1;7;2;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:51;A 50;1;5;3;4;11;3;0;0;0;1;42;0;0;1;5;0;0;2;0;1;4;3;2;3;9;1;3;0;0;1;6;2;1;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:50;A 50;1;10;7;9;27;3;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;8;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:49;A 50;1;8;6;8;23;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;47;3;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
08.05.2024;19:48;A 50;1;3;2;3;7;4;1;0;0;0;0;0;0;0;0;0;0;3;1;2;4;5;4;5;19;1;0;0;0;1;0;1;2;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:47;A 50;1;9;8;7;28;6;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;6;6;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:46;A 50;1;2;1;2;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:45;A 50;1;3;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;30;2;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:44;A 50;1;1;0;1;1;2;0;0;0;1;20;0;0;1;30;0;0;0;0;0;0;2;9;2;18;0;0;2;30;0;0;2;9;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:43;A 50;1;8;6;8;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;35;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:42;A 50;1;6;6;4;25;2;0;0;0;0;95;0;0;1;58;0;0;0;0;0;0;5;18;4;22;1;74;0;0;1;5;1;1;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:41;A 50;1;7;19;4;43;1;0;0;0;1;22;0;63;1;16;0;0;1;0;0;0;3;50;2;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:40;A 50;1;3;2;3;8;4;1;0;0;0;0;1;10;0;0;1;7;3;2;0;0;5;3;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:39;A 50;1;8;9;6;33;2;36;0;34;0;0;1;0;0;0;0;0;0;0;0;0;2;35;0;38;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:38;A 50;1;6;4;5;20;4;30;3;43;0;0;0;0;0;0;0;0;1;0;0;0;7;22;6;37;1;47;0;0;1;4;1;4;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:37;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:36;A 50;1;7;34;2;58;2;1;0;0;0;0;0;0;0;0;0;0;8;1;0;0;2;38;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:35;A 50;1;6;4;6;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;32;3;39;0;0;1;0;1;7;2;5;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:34;A 50;1;8;6;6;22;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;1;22;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0
08.05.2024;19:33;A 50;1;4;3;3;11;5;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
08.05.2024;19:32;A 50;1;8;9;6;32;2;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;4;4;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:31;A 50;1;5;37;2;48;2;3;0;0;2;56;0;0;1;62;3;4;0;0;0;0;1;46;1;54;0;0;2;67;1;35;0;69;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:30;A 50;1;8;5;6;21;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;4;4;5;4;12;0;0;1;92;3;29;1;19;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:29;A 50;1;4;5;1;23;2;0;0;0;0;0;1;36;0;0;1;6;0;0;0;0;2;23;2;11;0;0;0;0;1;8;2;9;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:28;A 50;1;11;15;5;48;2;5;0;4;1;25;0;0;1;29;0;0;1;0;0;0;3;3;3;13;0;0;0;44;2;27;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:27;A 50;1;8;6;5;36;3;5;1;14;0;0;0;0;0;0;0;0;4;0;0;0;0;10;0;0;1;0;1;74;1;3;2;31;0;0;0;0;0;0;0;0;0;0
08.05.2024;19:26;A 50;1;12;14;7;74;3;1;0;0;0;0;0;0;0;0;0;0;16;3;0;0;7;21;6;30;1;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0
