Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
07.10.2024;17:46;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:43;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:42;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:41;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:40;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:39;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:38;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:37;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:36;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:35;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:34;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:33;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:32;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:31;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:30;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:29;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:28;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:27;A 93;1;0;0;0;0;1;1;0;0
07.10.2024;17:26;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:25;A 93;1;1;1;1;2;0;0;0;0
07.10.2024;17:24;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:23;A 93;1;1;1;1;4;0;0;0;0
07.10.2024;17:22;A 93;1;0;0;1;1;0;0;0;0
07.10.2024;17:21;A 93;1;0;0;0;0;0;0;1;1
07.10.2024;17:20;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:19;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:18;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:17;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:16;A 93;1;0;0;0;0;2;3;1;2
07.10.2024;17:15;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:14;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:13;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:12;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:11;A 93;1;0;0;2;4;0;0;0;0
07.10.2024;17:10;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:09;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:08;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:07;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:06;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:05;A 93;1;0;0;0;0;1;1;0;0
07.10.2024;17:04;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:03;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:02;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:01;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;17:00;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:59;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:58;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:57;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:56;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:55;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:54;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:53;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:52;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:51;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:50;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:49;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:48;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:47;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:46;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:45;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:44;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:43;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:42;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:41;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:40;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:39;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:38;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:37;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:36;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:35;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:34;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:33;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:32;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:31;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:30;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:29;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:28;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:27;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:26;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:25;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:24;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:23;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:22;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:21;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:20;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:19;A 93;1;0;0;0;0;1;1;0;0
07.10.2024;16:18;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:17;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:16;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:15;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:14;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:13;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:12;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:11;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:10;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:09;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:08;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:07;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:06;A 93;1;0;0;0;0;0;0;0;0
07.10.2024;16:05;A 93;1;0;0;0;0;0;0;0;0
