Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
14.12.2024;01:00;A182;1;1;4;2;6;1;39;1;78;0;0;0;0;0;0;0;0
14.12.2024;00:59;A182;1;2;20;2;17;1;38;1;4;0;0;1;1;0;0;0;0
14.12.2024;00:58;A182;1;2;7;3;8;1;67;0;0;0;0;0;0;0;0;1;2
14.12.2024;00:57;A182;1;0;0;2;9;1;53;0;53;0;0;0;0;1;1;0;0
14.12.2024;00:56;A182;1;0;0;1;2;1;49;1;10;0;0;0;0;2;1;0;0
14.12.2024;00:55;A182;1;2;18;1;8;1;1;1;1;0;0;1;1;3;3;0;0
14.12.2024;00:54;A182;1;0;0;2;9;2;2;3;72;0;0;0;0;0;0;1;2
14.12.2024;00:53;A182;1;0;0;2;7;0;0;1;19;0;0;3;2;1;1;0;0
14.12.2024;00:52;A182;1;0;0;0;0;1;1;3;59;0;0;2;1;0;0;0;0
14.12.2024;00:51;A182;1;1;9;2;11;0;0;2;85;0;0;0;0;0;0;0;0
14.12.2024;00:50;A182;1;3;20;2;9;1;1;1;2;0;0;0;0;3;2;0;0
14.12.2024;00:49;A182;1;3;17;3;8;2;44;1;9;0;0;2;1;2;1;0;0
14.12.2024;00:48;A182;1;0;0;1;2;1;17;1;42;0;0;0;0;2;2;0;0
14.12.2024;00:47;A182;1;1;5;1;3;0;0;1;63;0;0;0;0;0;0;0;0
14.12.2024;00:46;A182;1;0;0;1;3;0;0;0;0;0;0;0;0;1;1;0;0
14.12.2024;00:45;A182;1;2;10;3;11;1;11;1;3;0;0;0;0;2;3;1;3
14.12.2024;00:44;A182;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
14.12.2024;00:43;A182;1;1;11;2;3;0;0;0;0;0;0;3;2;1;1;0;0
14.12.2024;00:42;A182;1;2;7;1;4;0;0;0;0;0;0;0;0;3;2;0;0
14.12.2024;00:41;A182;1;0;4;1;8;1;71;1;65;0;0;0;0;0;0;0;0
14.12.2024;00:40;A182;1;2;13;3;8;1;35;1;28;0;0;0;0;0;0;0;0
14.12.2024;00:39;A182;1;3;27;3;10;0;0;2;28;0;0;0;0;0;0;0;0
