Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
10.12.2024;16:56;A173;1;3;22;2;9;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:55;A173;1;3;72;4;43;12;25;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:54;A173;1;4;28;3;30;9;15;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2
10.12.2024;16:53;A173;1;5;20;3;2;5;8;1;2;1;5;0;0;0;0;0;0;1;2;0;0;0;0
10.12.2024;16:52;A173;1;4;15;7;16;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:51;A173;1;4;19;5;29;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:50;A173;1;2;28;6;13;5;23;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:49;A173;1;2;13;9;17;4;29;0;0;1;5;1;2;1;2;1;2;0;0;0;0;0;0
10.12.2024;16:48;A173;1;2;16;2;6;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:47;A173;1;1;5;3;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:46;A173;1;4;32;1;4;9;15;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:45;A173;1;2;20;3;20;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:44;A173;1;0;25;5;8;7;15;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:43;A173;1;2;47;4;6;2;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:42;A173;1;7;25;5;20;7;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:41;A173;1;4;26;1;1;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:40;A173;1;3;17;1;7;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:39;A173;1;3;21;5;10;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:38;A173;1;3;8;3;34;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:37;A173;1;3;55;0;100;10;18;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:36;A173;1;5;20;2;27;9;18;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2
10.12.2024;16:35;A173;1;3;39;6;18;6;40;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
10.12.2024;16:34;A173;1;2;22;10;13;1;13;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:33;A173;1;7;39;2;13;11;15;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:32;A173;1;4;16;1;9;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:31;A173;1;4;11;6;19;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:30;A173;1;3;25;3;12;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:29;A173;1;5;27;1;1;8;14;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:28;A173;1;5;23;4;13;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:27;A173;1;3;23;6;33;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:26;A173;1;1;21;2;13;1;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:25;A173;1;6;21;3;71;6;8;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;2
10.12.2024;16:24;A173;1;4;41;1;7;9;15;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
10.12.2024;16:23;A173;1;3;68;2;28;9;17;2;3;1;5;0;0;0;0;0;0;1;2;0;0;0;0
10.12.2024;16:22;A173;1;1;3;2;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:21;A173;1;3;25;1;6;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:20;A173;1;4;51;2;13;6;18;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:19;A173;1;4;41;2;8;9;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:18;A173;1;3;58;1;44;7;30;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:17;A173;1;2;55;1;11;4;81;0;0;1;5;0;0;0;0;1;2;0;0;0;0;0;0
10.12.2024;16:16;A173;1;5;46;2;30;6;27;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0
10.12.2024;16:15;A173;1;4;23;3;24;4;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:14;A173;1;3;13;3;21;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:13;A173;1;5;32;5;22;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:12;A173;1;2;70;1;65;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:11;A173;1;5;32;3;17;7;15;1;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0
10.12.2024;16:10;A173;1;3;29;1;1;10;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
